,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,played_position,points,on_field,feed_id,first_name,last_name,team,position,round_number,round_number_alt
50,45168,5524,Luke,The Dragon's Laird,446,,112,True,294613,Jaeger,O'Meara,HAW,,1,R1
51,45168,5524,Luke,The Dragon's Laird,30,,107,True,297523,Reilly,O'Brien,ADE,,1,R1
52,45168,5524,Luke,The Dragon's Laird,761,,106,True,1006130,Bailey,Smith,WBD,,1,R1
53,45168,5524,Luke,The Dragon's Laird,21,,88,True,293222,Rory,Laird,ADE,,1,R1
54,45168,5524,Luke,The Dragon's Laird,713,,85,True,996765,Tom,Papley,SYD,,1,R1
55,45168,5524,Luke,The Dragon's Laird,746,,84,True,294557,Lachie,Hunter,WBD,,1,R1
56,45168,5524,Luke,The Dragon's Laird,703,,77,True,295342,Jake,Lloyd,SYD,,1,R1
57,45168,5524,Luke,The Dragon's Laird,200,,63,True,270935,Michael,Hurley,ESS,,1,R1
58,45168,5524,Luke,The Dragon's Laird,146,,62,True,293871,Jack,Crisp,COL,,1,R1
59,45168,5524,Luke,The Dragon's Laird,97,,57,True,270146,Ed,Curnow,CAR,,1,R1
60,45168,5524,Luke,The Dragon's Laird,235,,54,True,1002239,Adam,Cerra,FRE,,1,R1
61,45168,5524,Luke,The Dragon's Laird,719,,46,True,1006126,James,Rowbottom,SYD,,1,R1
62,45168,5524,Luke,The Dragon's Laird,484,,69,False,281085,Steven,May,MEL,,1,R1
63,45168,5524,Luke,The Dragon's Laird,657,,58,False,295584,Bradley,Hill,STK,,1,R1
64,45168,5524,Luke,The Dragon's Laird,676,,84,False,293846,Sebastian,Ross,STK,,1,R1
65,45168,5524,Luke,The Dragon's Laird,426,,73,False,291351,Jack,Gunston,HAW,,1,R1
66,300791,182,Paul,Coronaviney,501,,186,True,291902,Jack,Viney,MEL,,1,R1
67,300791,182,Paul,Coronaviney,513,,185,True,280921,Ben,Cunnington,NTH,,1,R1
68,300791,182,Paul,Coronaviney,698,,152,True,298539,Isaac,Heeney,SYD,,1,R1
