,sc_id,sc_first_name,sc_last_name,sc_team_id,sc_price,sc_previous_games,sc_previous_average,sc_previous_total,sc_feed_id,sc_active,sc_positions,sc_team,sc_position,sc_long_team
0,1,Rory,Atkins,1,410000,20,75.5,1510,294472,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",ADE,MID,Adelaide
1,2,Luke,Brown,1,369300,15,68.0,1020,293193,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",ADE,DEF,Adelaide
2,3,Jordon,Butts,1,123900,0,0.0,0,1004995,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",ADE,DEF,Adelaide
3,4,Ben,Crocker,1,152000,3,35.0,105,993796,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
4,5,Brad,Crouch,1,534100,22,98.36,2164,294307,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",ADE,MID,Adelaide
5,6,Matt,Crouch,1,563000,19,103.68,1970,297401,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",ADE,MID,Adelaide
6,7,Ben,Davis,1,123900,1,22.0,22,298417,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
7,8,Tom,Doedee,1,273700,1,56.0,56,1000932,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",ADE,DEF,Adelaide
8,9,Darcy,Fogarty,1,283500,4,65.25,261,999331,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
9,10,Billy,Frampton,1,165400,2,43.5,87,991773,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
10,11,Jordan,Gallucci,1,269900,10,49.7,497,998106,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
11,12,Bryce,Gibbs,1,375100,12,69.08,829,250417,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",ADE,MID,Adelaide
12,13,Lachlan,Gollant,1,117300,0,0.0,0,1018075,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",ADE,DEF MID,Adelaide
13,14,William,Hamill,1,123900,0,0.0,0,1008159,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",ADE,DEF,Adelaide
14,15,Kyle,Hartigan,1,239200,19,44.05,837,290228,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",ADE,DEF,Adelaide
15,16,Elliott,Himmelberg,1,277900,7,56.86,398,1005199,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
16,17,Chayce,Jones,1,271500,8,50.0,400,1006203,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
17,18,Ben,Keays,1,266100,2,70.0,140,993946,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
18,19,Jake,Kelly,1,406300,22,74.82,1646,297473,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",ADE,DEF,Adelaide
19,20,Riley,Knight,1,344300,15,63.4,951,295103,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
20,21,Rory,Laird,1,525800,22,96.82,2130,293222,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",ADE,DEF,Adelaide
21,22,Tom,Lynch,1,459900,16,84.69,1355,270938,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
22,23,David,Mackay,1,361100,18,66.5,1197,250362,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",ADE,DEF MID,Adelaide
23,24,Shane,McAdam,1,123900,0,0.0,0,298470,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
24,25,Fischer,Mcasey,1,184800,0,0.0,0,1009201,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",ADE,DEF,Adelaide
25,26,Ned,McHenry,1,123900,0,0.0,0,1008185,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",ADE,MID,Adelaide
26,27,Andrew,McPherson,1,123900,0,0.0,0,997206,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",ADE,DEF,Adelaide
27,28,Wayne,Milera,1,402500,17,74.12,1260,990882,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",ADE,DEF MID,Adelaide
28,29,Lachlan,Murphy,1,295800,21,54.48,1144,1000998,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
29,30,Reilly,O'Brien,1,517400,18,95.28,1715,297523,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",ADE,RUC,Adelaide
30,31,Ronin,O'Connor,1,117300,0,0.0,0,1011254,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",ADE,MID,Adelaide
31,32,Myles,Poholke,1,221600,2,51.0,102,1000908,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
32,33,Harry,Schoenberg,1,117300,0,0.0,0,1008543,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",ADE,MID,Adelaide
33,34,Paul,Seedsman,1,392700,13,72.31,940,294733,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",ADE,MID,Adelaide
34,35,Lachlan,Sholl,1,123900,0,0.0,0,1006136,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",ADE,DEF,Adelaide
35,36,Rory,Sloane,1,559300,22,103.0,2266,270963,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",ADE,MID,Adelaide
36,37,Brodie,Smith,1,481300,22,88.64,1950,291748,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",ADE,DEF,Adelaide
37,38,Tyson,Stengle,1,202000,2,62.0,124,997230,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
38,39,Kieran,Strachan,1,123900,0,0.0,0,1008752,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,RUC FWD,Adelaide
39,40,Daniel,Talia,1,377700,22,69.55,1530,280934,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",ADE,DEF,Adelaide
40,41,Taylor,Walker,1,365600,22,67.32,1481,280506,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,FWD,Adelaide
41,42,Patrick,Wilson,1,190100,1,50.0,50,295964,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",ADE,MID,Adelaide
42,43,Joshua,Worrell,1,117300,0,0.0,0,1011981,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",ADE,DEF FWD,Adelaide
43,44,Marcus,Adams,2,316300,8,58.25,466,294168,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
44,45,Callum,Ah Chee,2,311700,1,82.0,82,298437,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
45,46,Jacob,Allison,2,176800,2,46.5,93,998268,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
46,47,Harris,Andrews,2,449300,19,82.74,1572,996059,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
47,48,Noah,Answerth,2,336700,17,62.0,1054,1005053,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
48,49,Zac,Bailey,2,263200,13,48.46,630,1002312,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,DEF MID,Brisbane
49,50,Connor,Ballenden,2,123900,0,0.0,0,1002351,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
50,51,Jarrod,Berry,2,461300,18,84.94,1529,998133,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
51,52,Thomas,Berry,2,123900,0,0.0,0,1006100,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
52,53,Grant,Birchall,2,292700,3,77.0,231,240302,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
53,54,Charlie,Cameron,2,433200,22,79.77,1755,990609,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
54,55,Allen,Christensen,2,367800,11,67.73,745,280918,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
55,56,Keidean,Coleman,2,117300,0,0.0,0,1006059,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,MID FWD,Brisbane
56,57,Cedric,Cox,2,167300,1,44.0,44,994047,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
57,58,Matt,Eagles,2,155800,0,0.0,0,290326,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
58,59,Cameron,Ellis-Yolmen,2,507200,10,93.4,934,293479,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
59,60,Thomas,Fullarton,2,123900,0,0.0,0,1013532,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
60,61,Darcy,Gardiner,2,363300,22,66.91,1472,296269,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
61,62,Mitchell,Hinge,2,210200,2,64.5,129,1004863,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
62,63,Eric,Hipwood,2,294000,21,54.14,1137,993953,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
63,64,Tom,Joyce,2,123900,0,0.0,0,1006150,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,FWD MID,Brisbane
64,65,Ryan,Lester,2,330000,9,60.78,547,291548,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
65,66,Corey,Lyons,2,102400,0,0.0,0,998105,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
66,67,Jarryd,Lyons,2,535400,22,98.59,2169,293716,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
67,68,James,Madden,2,123900,0,0.0,0,1013978,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,DEF FWD,Brisbane
68,69,Stefan,Martin,2,501100,22,92.27,2030,280763,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",BRL,RUC,Brisbane
69,70,Rhys,Mathieson,2,325200,9,59.89,539,993828,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,FWD MID,Brisbane
70,71,Lincoln,McCarthy,2,357400,22,65.82,1448,293581,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
71,72,Hugh,McCluggage,2,510700,21,94.05,1975,1000978,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
72,73,Connor,McFadyen,2,123900,0,0.0,0,1006085,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
73,74,Oscar,McInerney,2,368400,19,67.84,1289,1005521,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,RUC FWD,Brisbane
74,75,Daniel,McStay,2,305100,22,56.18,1236,297504,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
75,76,Lachie,Neale,2,658500,22,121.27,2668,293535,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
76,77,Jack,Payne,2,123900,0,0.0,0,1002347,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
77,78,Jaxon,Prior,2,117300,0,0.0,0,1009386,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
78,79,Cameron,Rayner,2,251800,22,46.36,1020,1002235,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
79,80,Daniel,Rich,2,525800,22,96.82,2130,271072,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
80,81,Deven,Robertson,2,117300,0,0.0,0,1009385,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
81,82,Mitch,Robinson,2,512700,22,94.41,2077,290311,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
82,83,Sam,Skinner,2,111400,0,0.0,0,993836,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",BRL,FWD,Brisbane
83,84,Archie,Smith,2,179200,2,55.0,110,992752,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",BRL,RUC,Brisbane
84,85,Brock,Smith,2,117300,0,0.0,0,1009242,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
85,86,Ely,Smith,2,123900,0,0.0,0,1006033,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,FWD MID,Brisbane
86,87,Brandon,Starcevich,2,147700,1,34.0,34,1002401,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,DEF MID,Brisbane
87,88,Alex,Witherden,2,392800,21,72.33,1519,998128,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",BRL,DEF,Brisbane
88,89,Toby,Wooller,2,123900,0,0.0,0,1002244,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,FWD MID,Brisbane
89,90,Dayne,Zorko,2,579100,22,106.64,2346,261224,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",BRL,MID,Brisbane
90,91,Eddie,Betts,3,337500,21,62.14,1305,240060,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
91,92,Levi,Casboult,3,403500,20,74.3,1486,281124,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,DEF FWD,Carlton
92,93,Matthew,Cottrell,3,123900,0,0.0,0,1008154,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
93,94,Patrick,Cripps,3,635900,20,117.1,2342,990704,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
94,95,David,Cuningham,3,360800,9,66.44,598,993795,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
95,96,Charlie,Curnow,3,372200,11,68.55,754,996731,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
96,97,Ed,Curnow,3,493200,22,90.82,1998,270146,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
97,98,Tom,De Koning,3,123900,0,0.0,0,1004912,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",CAR,RUC,Carlton
98,99,Sam,Docherty,3,436100,0,0.0,0,295518,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
99,100,Paddy,Dow,3,295500,19,54.42,1034,1002256,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,FWD MID,Carlton
100,101,Zac,Fisher,3,356100,21,65.57,1377,999827,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,FWD MID,Carlton
101,102,Michael,Gibbons,3,321700,21,59.24,1244,296200,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
102,103,Hugh,Goddard,3,129500,2,26.5,53,298316,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
103,104,Josh,Honey,3,124900,0,0.0,0,1002938,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,MID FWD,Carlton
104,105,Liam,Jones,3,358800,13,66.08,859,281078,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
105,106,Brodie,Kemp,3,135300,0,0.0,0,1009241,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
106,107,Matthew,Kennedy,3,309500,10,57.0,570,1001398,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
107,108,Matthew,Kreuzer,3,528900,15,97.4,1461,261299,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",CAR,RUC,Carlton
108,109,Darcy,Lang,3,244400,8,45.0,360,296439,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
109,110,Harrison,Macreadie,3,123900,1,14.0,14,998226,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
110,111,Caleb,Marchbank,3,348000,13,64.08,833,298302,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
111,112,Jack,Martin,3,420800,16,77.5,1240,296190,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,FWD MID,Carlton
112,113,Mitch,McGovern,3,263400,16,48.5,776,297255,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
113,114,Harry,McKay,3,334800,20,61.65,1233,1000953,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
114,115,Marc,Murphy,3,492400,19,90.68,1723,250105,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
115,116,Nic,Newman,3,524800,20,96.65,1933,297907,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
116,117,Lochie,O'Brien,3,243400,17,44.82,762,1002259,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
117,118,Finbar,O'Dwyer,3,123900,0,0.0,0,1011924,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
118,119,Matthew,Owies,3,123900,0,0.0,0,1013973,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
119,120,Sam,Petrevski-Seton,3,443300,22,81.64,1796,994539,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,DEF MID,Carlton
120,121,Fraser,Phillips,3,105400,0,0.0,0,1011861,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
121,122,Sam,Philp,3,121800,0,0.0,0,1011929,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
122,123,Marc,Pittonet,3,236200,2,72.5,145,298290,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",CAR,RUC,Carlton
123,124,Lachie,Plowman,3,392800,21,72.33,1519,294624,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
124,125,Cameron,Polson,3,138500,3,28.33,85,998100,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
125,126,Sam,Ramsay,3,117300,0,0.0,0,1002942,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
126,127,Will,Setterfield,3,329700,18,60.72,1093,998215,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
127,128,Ben,Silvagni,3,123900,0,0.0,0,1011949,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
128,129,Jack,Silvagni,3,325200,17,59.88,1018,1001028,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",CAR,FWD,Carlton
129,130,Kade,Simpson,3,442600,18,81.5,1467,230202,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
130,131,Liam,Stocker,3,242400,5,49.6,248,1008312,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
131,132,Sam,Walsh,3,471900,22,86.91,1912,1006094,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",CAR,MID,Carlton
132,133,Jacob,Weitering,3,383700,20,70.65,1413,993832,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
133,134,Tom,Williamson,3,146300,2,38.5,77,998167,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",CAR,DEF,Carlton
134,135,Taylor,Adams,4,525100,10,96.7,967,291776,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",COL,MID,Collingwood
135,136,Flynn,Appleby,4,222900,1,21.0,21,1005013,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",COL,DEF,Collingwood
136,137,Dayne,Beams,4,441700,9,81.33,732,271001,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",COL,MID,Collingwood
137,138,Trent,Bianco,4,117300,0,0.0,0,1009186,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",COL,DEF MID,Collingwood
138,139,Atu,Bosenavulagi,4,123900,0,0.0,0,1008288,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",COL,FWD,Collingwood
139,140,Tim,Broomhead,4,242200,0,0.0,0,293035,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}, {'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",COL,FWD MID,Collingwood
140,141,Callum L.,Brown,4,370900,20,68.3,1366,1002770,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",COL,FWD,Collingwood
141,142,Tyler,Brown,4,123900,0,0.0,0,1008171,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",COL,MID,Collingwood
142,143,Darcy,Cameron,4,123900,0,0.0,0,990291,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}, {'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",COL,RUC FWD,Collingwood
143,144,Mason,Cox,4,293600,14,54.07,757,998647,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",COL,FWD,Collingwood
144,145,Jack,Crisp,4,482800,22,88.91,1956,293871,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",COL,DEF,Collingwood
145,146,Josh,Daicos,4,259000,5,53.0,265,1005054,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",COL,MID,Collingwood
146,147,Jordan,De Goey,4,473800,16,87.25,1396,994185,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",COL,FWD,Collingwood
147,148,Jamie,Elliott,4,380500,14,70.07,981,293801,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",COL,FWD,Collingwood
148,149,Levi,Greenwood,4,355300,16,65.44,1047,270861,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",COL,DEF,Collingwood
149,150,Brodie,Grundy,4,705900,22,130.0,2860,293957,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",COL,RUC,Collingwood
150,151,Will,Hoskin-Elliott,4,382000,17,70.35,1196,291720,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",COL,FWD,Collingwood
151,152,Jeremy,Howe,4,431900,19,79.53,1511,291313,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",COL,DEF,Collingwood
152,153,Mark,Keane,4,123900,0,0.0,0,1013974,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",COL,DEF,Collingwood
153,154,Will,Kelly,4,123900,0,0.0,0,1008285,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",COL,FWD,Collingwood
154,155,Tom,Langdon,4,405500,9,74.67,672,295444,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",COL,DEF,Collingwood
155,156,Max,Lynch,4,123900,0,0.0,0,1000960,True,"[{'position': 'RUC', 'position_long': 'Ruck', 'sort': 3}]",COL,RUC,Collingwood
156,157,Jack,Madgen,4,235700,4,54.25,217,1010841,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",COL,DEF,Collingwood
157,158,Brayden,Maynard,4,433900,22,79.91,1758,992010,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",COL,DEF,Collingwood
158,159,Chris,Mayne,4,406700,19,74.89,1423,280416,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",COL,MID,Collingwood
159,160,Brody,Mihocek,4,390000,22,71.82,1580,291849,True,"[{'position': 'FWD', 'position_long': 'Forward', 'sort': 4}]",COL,FWD,Collingwood
160,161,Darcy,Moore,4,405800,15,74.73,1121,298288,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",COL,DEF,Collingwood
161,162,Nathan,Murphy,4,123900,0,0.0,0,1005107,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",COL,DEF,Collingwood
162,163,John,Noble,4,215400,3,56.67,170,1000072,True,"[{'position': 'DEF', 'position_long': 'Defender', 'sort': 1}]",COL,DEF,Collingwood
163,164,Scott,Pendlebury,4,566500,22,104.32,2295,260257,True,"[{'position': 'MID', 'position_long': 'Midfielder', 'sort': 2}]",COL,MID,Collingwood
