,round,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,played_position,points,on_field,feed_id,first_name,last_name,team,position,round_number_alt,player_round_id,Fanfooty Match ID,Fanfooty Match URL,Round,Year,Player ID,First Name,Surname,Team,null,DT,SC,null2,null3,null4,Kicks,Handballs,Marks,Tackles,Hitouts,Frees for,Frees against,Goals,Behinds,Not sure,Tag,Tag Notes,Tag 2,Tag 2 Notes,null5,null6,null7,null8,Position,Jumper Number,null9,null10,null11,DT own %,SC own %,AF own %,null12,AF Breakeven,null13,Contested Possessions,Clearances,Clangers,Disposal efficiency,Time on ground,Metres gained,Injured,Opposition
737,9,21562,186,Mark,GetRichOrDieTryin,165,MID,0,False,260257,Scott,Pendlebury,COL,MID,R9,260257_R9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,10,21562,186,Mark,GetRichOrDieTryin,165,MID,0,False,260257,Scott,Pendlebury,COL,MID,R10,260257_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1,21562,186,Mark,GetRichOrDieTryin,809,MID,104,True,280078,Luke,Shuey,WCE,MID,R1,280078_R1,7309.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7309,R1,2020.0,280078.0,Luke,Shuey,WC,25.0,116.0,104.0,152.0,88.0,120.0,18.0,9.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,Full Time,star,%O and %M plus %T,shovel,Playing inside midfield,536300.0,,548200.0,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,634000.0,,,10.0,5.0,6.0,48.0,82.0,500.0,False,ME
740,2,21562,186,Mark,GetRichOrDieTryin,809,MID,116,True,280078,Luke,Shuey,WCE,MID,R2,280078_R2,7315.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7315,R2,2020.0,280078.0,Luke,Shuey,WC,20.0,94.0,116.0,47.0,72.0,96.0,18.0,7.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,Full Time,injured,Right thigh iced up late in Q4... %P including %K... also %M and %T... and kicked %s... umps paid him %4FF,shovel,Playing inside midfield,536300.0,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,634000.0,,,7.0,4.0,2.0,64.0,71.0,526.0,False,GC
741,3,21562,186,Mark,GetRichOrDieTryin,809,MID,83,True,280078,Luke,Shuey,WCE,MID,R3,280078_R3,7324.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7324,R3,2020.0,280078.0,Luke,Shuey,WC,2.0,31.0,83.0,21.0,27.0,42.0,4.0,9.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,Full Time,shovel,%D... Playing inside midfield,,,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,7.0,1.0,69.0,80.0,159.0,False,BL
742,4,21562,186,Mark,GetRichOrDieTryin,809,MID,114,True,280078,Luke,Shuey,WCE,MID,R4,280078_R4,7330.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7330,R4,2020.0,280078.0,Luke,Shuey,WC,8.0,66.0,114.0,32.0,51.0,75.0,13.0,9.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,Full Time,shovel,%O and %T... Playing inside midfield,,,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,13.0,5.0,1.0,72.0,69.0,179.0,False,PA
743,5,21562,186,Mark,GetRichOrDieTryin,809,MID,33,True,280078,Luke,Shuey,WCE,MID,R5,280078_R5,7339.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7339,R5,2020.0,280078.0,Luke,Shuey,WC,1.0,19.0,33.0,24.0,14.0,21.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Full Time,injured,Hamstring pull in Q1 and shut down at QT... %D,shovel,Playing inside midfield,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,1.0,1.0,66.0,23.0,111.0,True,SY
744,6,21562,186,Mark,GetRichOrDieTryin,809,MID,0,False,280078,Luke,Shuey,WCE,MID,R6,280078_R6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,7,21562,186,Mark,GetRichOrDieTryin,809,MID,0,False,280078,Luke,Shuey,WCE,MID,R7,280078_R7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,8,21562,186,Mark,GetRichOrDieTryin,809,MID,130,True,280078,Luke,Shuey,WCE,MID,R8,280078_R8,7370.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7370,R8,2020.0,280078.0,Luke,Shuey,WC,14.0,73.0,130.0,97.0,60.0,87.0,9.0,10.0,5.0,5.0,0.0,0.0,3.0,0.0,0.0,Full Time,shovel,%D and %M with %T... conceded %F... Playing inside midfield,,,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,4.0,3.0,84.0,61.0,199.0,False,CO
747,9,21562,186,Mark,GetRichOrDieTryin,809,MID,116,True,280078,Luke,Shuey,WCE,MID,R9,280078_R9,7379.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7379,R9,2020.0,280078.0,Luke,Shuey,WC,8.0,70.0,116.0,90.0,54.0,78.0,16.0,7.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,Full Time,shovel,%D and %M... Playing inside midfield,,,,,,,Midfielder,13.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,4.0,2.0,73.0,76.0,428.0,False,GE
748,10,21562,186,Mark,GetRichOrDieTryin,809,MID,0,False,280078,Luke,Shuey,WCE,MID,R10,280078_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,1,21562,186,Mark,GetRichOrDieTryin,343,FWD,103,True,261510,Tom,Hawkins,GEE,FWD,R1,261510_R1,7305.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7305,R1,2020.0,261510.0,Tom,Hawkins,GE,16.0,76.0,103.0,64.0,62.0,75.0,8.0,3.0,6.0,3.0,1.0,1.0,0.0,2.0,2.0,Full Time,spearhead,%s from %O and %M plus %T... In attack on Davis,,,529600.0,,465000.0,,Forward,26.0,0.0,0.0,0.0,0.0,0.0,0.0,639000.0,,,5.0,1.0,1.0,81.0,90.0,201.0,False,WS
750,2,21562,186,Mark,GetRichOrDieTryin,343,FWD,63,True,261510,Tom,Hawkins,GEE,FWD,R2,261510_R2,7311.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7311,R2,2020.0,261510.0,Tom,Hawkins,GE,4.0,43.0,63.0,55.0,33.0,45.0,6.0,5.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,Full Time,spearhead,%P and %M plus %T... Up forward on Frawley,,,529600.0,,,,Forward,26.0,0.0,0.0,0.0,0.0,0.0,0.0,639000.0,,,6.0,2.0,3.0,72.0,91.0,77.0,False,HW
751,3,21562,186,Mark,GetRichOrDieTryin,343,FWD,97,True,261510,Tom,Hawkins,GEE,FWD,R3,261510_R3,7323.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7323,R3,2020.0,261510.0,Tom,Hawkins,GE,12.0,58.0,97.0,72.0,50.0,64.0,6.0,5.0,4.0,2.0,0.0,0.0,1.0,2.0,1.0,Full Time,spearhead,One touch to QT... %s from %O and %M plus %T... Followed by Weitering,,,,,,,Forward,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,1.0,3.0,54.0,94.0,143.0,False,CA
752,4,21562,186,Mark,GetRichOrDieTryin,343,FWD,94,True,261510,Tom,Hawkins,GEE,FWD,R4,261510_R4,7335.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7335,R4,2020.0,261510.0,Tom,Hawkins,GE,14.0,65.0,94.0,42.0,57.0,71.0,10.0,3.0,7.0,0.0,2.0,0.0,1.0,1.0,3.0,Full Time,spearhead,Scored %s from %G and %D... Up forward on May,,,,,,,Forward,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,1.0,2.0,61.0,98.0,173.0,False,ME
753,5,21562,186,Mark,GetRichOrDieTryin,343,FWD,152,True,261510,Tom,Hawkins,GEE,FWD,R5,261510_R5,7340.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7340,R5,2020.0,261510.0,Tom,Hawkins,GE,25.0,94.0,152.0,116.0,82.0,101.0,12.0,5.0,8.0,1.0,3.0,0.0,1.0,3.0,2.0,Full Time,x-factor,%s from %P and %M,spearhead,Up forward on Collins,,,,,Forward,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,1.0,1.0,70.0,99.0,337.0,False,GC
754,6,21562,186,Mark,GetRichOrDieTryin,343,FWD,120,True,261510,Tom,Hawkins,GEE,FWD,R6,261510_R6,7346.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7346,R6,2020.0,261510.0,Tom,Hawkins,GE,30.0,99.0,120.0,125.0,81.0,100.0,10.0,5.0,6.0,5.0,3.0,2.0,1.0,3.0,1.0,Full Time,hot,%s from %D and %M with %T,spearhead,Up forward on Andrews,,,,,Forward,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,0.0,4.0,40.0,98.0,313.0,False,BL
755,7,21562,186,Mark,GetRichOrDieTryin,343,FWD,80,True,261510,Tom,Hawkins,GEE,FWD,R7,261510_R7,7355.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7355,R7,2020.0,261510.0,Tom,Hawkins,GE,4.0,44.0,80.0,59.0,36.0,51.0,8.0,3.0,3.0,2.0,2.0,0.0,2.0,0.0,1.0,Full Time,spearhead,%s from %D and %M with %T... Up forward on Roughead,,,,,,,Forward,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,2.0,3.0,63.0,100.0,150.0,False,CO
756,8,21562,186,Mark,GetRichOrDieTryin,343,FWD,87,True,261510,Tom,Hawkins,GEE,FWD,R8,261510_R8,7372.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7372,R8,2020.0,261510.0,Tom,Hawkins,GE,16.0,73.0,87.0,56.0,63.0,76.0,8.0,4.0,5.0,1.0,3.0,0.0,0.0,3.0,1.0,Full Time,vulture,Filled his boots in Q4 garbage time... %s from %P and %M,spearhead,Up forward on Ryan,,,,,Forward,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,1.0,2.0,58.0,92.0,163.0,False,FR
757,9,21562,186,Mark,GetRichOrDieTryin,343,FWD,79,True,261510,Tom,Hawkins,GEE,FWD,R9,261510_R9,7379.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7379,R9,2020.0,261510.0,Tom,Hawkins,GE,9.0,39.0,79.0,31.0,35.0,45.0,4.0,4.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,Full Time,spearhead,%s from %O and %M... Up forward on Barrass,,,,,,,Forward,26.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,0.0,2.0,62.0,98.0,129.0,False,WC
758,10,21562,186,Mark,GetRichOrDieTryin,343,FWD,115,True,261510,Tom,Hawkins,GEE,FWD,R10,261510_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,1,21562,186,Mark,GetRichOrDieTryin,397,MID,102,True,296347,Josh,Kelly,GWS,MID,R1,296347_R1,7305.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7305,R1,2020.0,296347.0,Josh,Kelly,WS,19.0,81.0,102.0,107.0,59.0,82.0,10.0,8.0,2.0,7.0,0.0,3.0,1.0,0.0,1.0,Full Time,hot,%O and %M plus %T... %s as well... umps paid him %4FF,wing,Outside midfield role...,691500.0,,637700.0,,Midfielder,22.0,0.0,0.0,0.0,0.0,0.0,0.0,787000.0,,,7.0,1.0,2.0,83.0,91.0,268.0,False,GE
760,2,21562,186,Mark,GetRichOrDieTryin,397,MID,89,True,296347,Josh,Kelly,GWS,MID,R2,296347_R2,7316.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7316,R2,2020.0,296347.0,Josh,Kelly,WS,12.0,59.0,89.0,78.0,44.0,67.0,9.0,8.0,0.0,5.0,0.0,1.0,2.0,0.0,1.0,Full Time,wing,%P and %T plus %s... Playing midfield,,,691500.0,,,,Midfielder,22.0,0.0,0.0,0.0,0.0,0.0,0.0,787000.0,,,11.0,6.0,2.0,58.0,83.0,367.0,False,NM
761,3,21562,186,Mark,GetRichOrDieTryin,397,MID,0,False,296347,Josh,Kelly,GWS,MID,R3,296347_R3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,4,21562,186,Mark,GetRichOrDieTryin,397,MID,120,True,296347,Josh,Kelly,GWS,MID,R4,296347_R4,7329.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7329,R4,2020.0,296347.0,Josh,Kelly,WS,26.0,92.0,120.0,118.0,69.0,96.0,11.0,10.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,Full Time,cherry,%O and %M plus %T... %s as well,wing,Playing midfield,,,,,Midfielder,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,3.0,2.0,81.0,89.0,429.0,False,CO
763,5,21562,186,Mark,GetRichOrDieTryin,397,MID,122,True,296347,Josh,Kelly,GWS,MID,R5,296347_R5,7345.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7345,R5,2020.0,296347.0,Josh,Kelly,WS,26.0,116.0,122.0,145.0,99.0,130.0,15.0,15.0,12.0,1.0,0.0,0.0,0.0,0.0,1.0,Full Time,gun,%O and %M plus %s,wing,Playing midfield,,,,,Midfielder,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,1.0,1.0,80.0,83.0,257.0,False,HW
764,6,21562,186,Mark,GetRichOrDieTryin,397,MID,92,True,296347,Josh,Kelly,GWS,MID,R6,296347_R6,7352.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7352,R6,2020.0,296347.0,Josh,Kelly,WS,12.0,56.0,92.0,37.0,41.0,62.0,9.0,7.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,Full Time,wing,%O and %T plus %s... Playing midfield,,,,,,,Midfielder,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,12.0,4.0,2.0,75.0,91.0,267.0,False,PA
765,7,21562,186,Mark,GetRichOrDieTryin,397,MID,95,True,296347,Josh,Kelly,GWS,MID,R7,296347_R7,7357.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7357,R7,2020.0,296347.0,Josh,Kelly,WS,15.0,71.0,95.0,89.0,60.0,84.0,11.0,10.0,3.0,2.0,0.0,1.0,2.0,1.0,0.0,Full Time,wing,%P and %M plus %T... %s as well... Playing midfield,,,,,,,Midfielder,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,3.0,3.0,61.0,90.0,234.0,False,BL
766,8,21562,186,Mark,GetRichOrDieTryin,397,MID,195,True,296347,Josh,Kelly,GWS,MID,R8,296347_R8,7365.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7365,R8,2020.0,296347.0,Josh,Kelly,WS,38.0,119.0,195.0,155.0,87.0,120.0,16.0,10.0,4.0,8.0,0.0,1.0,0.0,1.0,0.0,Full Time,cherry,%D and %M with %T... %s as well,wing,Playing midfield,,,,,Midfielder,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,13.0,8.0,2.0,69.0,91.0,491.0,False,RI
767,9,21562,186,Mark,GetRichOrDieTryin,397,MID,106,True,296347,Josh,Kelly,GWS,MID,R9,296347_R9,7380.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7380,R9,2020.0,296347.0,Josh,Kelly,WS,21.0,103.0,106.0,68.0,82.0,111.0,15.0,13.0,4.0,3.0,0.0,2.0,0.0,1.0,0.0,Full Time,hot,%O and %M plus %T... %s as well,wing,Playing midfield,,,,,Midfielder,22.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,4.0,4.0,64.0,92.0,270.0,False,GC
768,10,21562,186,Mark,GetRichOrDieTryin,397,MID,104,True,296347,Josh,Kelly,GWS,MID,R10,296347_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,1,21562,186,Mark,GetRichOrDieTryin,808,DEF,94,True,281080,Brad,Sheppard,WCE,DEF,R1,281080_R1,7309.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7309,R1,2020.0,281080.0,Brad,Sheppard,WC,13.0,69.0,94.0,89.0,57.0,72.0,12.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,Full Time,guard,%O with %k by foot... also %M... Guarding space at half back,,,460800.0,,455700.0,,Back,5.0,0.0,0.0,0.0,0.0,0.0,0.0,541000.0,,,4.0,0.0,2.0,87.0,96.0,362.0,False,ME
770,2,21562,186,Mark,GetRichOrDieTryin,808,DEF,67,True,281080,Brad,Sheppard,WCE,DEF,R2,281080_R2,7315.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7315,R2,2020.0,281080.0,Brad,Sheppard,WC,5.0,51.0,67.0,39.0,42.0,57.0,7.0,5.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,Full Time,guard,%D and %M with %T... Guarding space at half back,,,460800.0,,,,Back,5.0,0.0,0.0,0.0,0.0,0.0,0.0,541000.0,,,4.0,0.0,3.0,91.0,94.0,183.0,False,GC
771,3,21562,186,Mark,GetRichOrDieTryin,808,DEF,99,True,281080,Brad,Sheppard,WCE,DEF,R3,281080_R3,7324.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7324,R3,2020.0,281080.0,Brad,Sheppard,WC,9.0,65.0,99.0,41.0,50.0,66.0,11.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,Full Time,guard,%O with %k by foot... also %M and %T... Guarding space at half back,,,,,,,Back,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,1.0,2.0,66.0,97.0,313.0,False,BL
772,4,21562,186,Mark,GetRichOrDieTryin,808,DEF,102,True,281080,Brad,Sheppard,WCE,DEF,R4,281080_R4,7330.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7330,R4,2020.0,281080.0,Brad,Sheppard,WC,13.0,65.0,102.0,48.0,52.0,69.0,9.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,Full Time,guard,%P and %M plus %T... Guarding space at half back,,,,,,,Back,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,0.0,0.0,86.0,100.0,169.0,False,PA
773,5,21562,186,Mark,GetRichOrDieTryin,808,DEF,116,True,281080,Brad,Sheppard,WCE,DEF,R5,281080_R5,7339.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7339,R5,2020.0,281080.0,Brad,Sheppard,WC,20.0,96.0,116.0,124.0,81.0,102.0,15.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Time,hot,%O including %K... also %M,guard,Guarding space at half back,,,,,Back,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,0.0,0.0,85.0,96.0,217.0,False,SY
774,6,21562,186,Mark,GetRichOrDieTryin,808,DEF,80,True,281080,Brad,Sheppard,WCE,DEF,R6,281080_R6,7349.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7349,R6,2020.0,281080.0,Brad,Sheppard,WC,13.0,78.0,80.0,100.0,65.0,84.0,13.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Time,guard,%M and %O... Guarding space at half back,,,,,,,Back,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,1.0,78.0,100.0,110.0,False,AD
775,7,21562,186,Mark,GetRichOrDieTryin,808,DEF,107,True,281080,Brad,Sheppard,WCE,DEF,R7,281080_R7,7362.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7362,R7,2020.0,281080.0,Brad,Sheppard,WC,19.0,94.0,107.0,50.0,76.0,99.0,18.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Time,hot,%D with %k by foot... also %M,guard,Guarding space at half back,,,,,Back,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,100.0,94.0,311.0,False,FR
776,8,21562,186,Mark,GetRichOrDieTryin,808,DEF,80,True,281080,Brad,Sheppard,WCE,DEF,R8,281080_R8,7370.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7370,R8,2020.0,281080.0,Brad,Sheppard,WC,5.0,61.0,80.0,80.0,46.0,60.0,9.0,4.0,4.0,3.0,0.0,2.0,0.0,0.0,0.0,Full Time,job,%P and %M plus %T... Starting in defence on Hoskin-Elliott,,,,,,,Back,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,0.0,1.0,84.0,90.0,185.0,False,CO
777,9,21562,186,Mark,GetRichOrDieTryin,808,DEF,67,True,281080,Brad,Sheppard,WCE,DEF,R9,281080_R9,7379.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7379,R9,2020.0,281080.0,Brad,Sheppard,WC,5.0,54.0,67.0,73.0,39.0,51.0,9.0,1.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,Full Time,guard,%P including %K... also %M and %T... Guarding space at half back,,,,,,,Back,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,1.0,60.0,99.0,223.0,False,GE
778,10,21562,186,Mark,GetRichOrDieTryin,808,DEF,0,False,281080,Brad,Sheppard,WCE,DEF,R10,281080_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,1,21562,186,Mark,GetRichOrDieTryin,522,MID,93,True,260227,Shaun,Higgins,NTH,MID,R1,260227_R1,7307.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7307,R1,2020.0,260227.0,Shaun,Higgins,NM,14.0,73.0,93.0,96.0,56.0,84.0,11.0,10.0,2.0,5.0,0.0,0.0,2.0,0.0,0.0,Full Time,shovel,%D and %M with %T... Playing pure midfield,,,569400.0,,515200.0,,Forward,4.0,0.0,0.0,0.0,0.0,0.0,0.0,681000.0,,,5.0,4.0,3.0,66.0,89.0,304.0,False,SK
780,2,21562,186,Mark,GetRichOrDieTryin,522,MID,117,True,260227,Shaun,Higgins,NTH,MID,R2,260227_R2,7316.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7316,R2,2020.0,260227.0,Shaun,Higgins,NM,19.0,90.0,117.0,67.0,71.0,102.0,11.0,17.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,Full Time,hulk,Copped the de Boer tag in Q2 after a sensational hot streak... %D and %M with %T,shovel,Playing pure midfield,569400.0,,,,Forward,4.0,0.0,0.0,0.0,0.0,0.0,0.0,681000.0,,,12.0,6.0,3.0,78.0,89.0,395.0,False,WS
781,3,8258,9856,Simon,It's always Sonny,522,MID,61,True,260227,Shaun,Higgins,NTH,MID,R3,260227_R3,7321.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7321,R3,2020.0,260227.0,Shaun,Higgins,NM,4.0,41.0,61.0,51.0,33.0,45.0,4.0,7.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,Full Time,tagged,Tagged by Hewett... %D and %M with %T,shovel,Playing pure midfield,,,,,Forward,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,1.0,1.0,100.0,89.0,124.0,False,SY
782,4,8258,9856,Simon,It's always Sonny,522,MID,141,True,260227,Shaun,Higgins,NTH,MID,R4,260227_R4,7336.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7336,R4,2020.0,260227.0,Shaun,Higgins,NM,15.0,91.0,141.0,63.0,73.0,105.0,12.0,18.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,Full Time,hot,%D and %M with %T,shovel,Playing pure midfield,,,,,Forward,4.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.0,4.0,3.0,66.0,83.0,326.0,False,HW
