,round,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,played_position,points,on_field,feed_id,first_name,last_name,team,position,round_number_alt,player_round_id,Fanfooty Match ID,Fanfooty Match URL,Round,Year,Player ID,First Name,Surname,Team,null,DT,SC,null2,null3,null4,Kicks,Handballs,Marks,Tackles,Hitouts,Frees for,Frees against,Goals,Behinds,Not sure,Tag,Tag Notes,Tag 2,Tag 2 Notes,null5,null6,null7,null8,Position,Jumper Number,null9,null10,null11,DT own %,SC own %,AF own %,null12,AF Breakeven,null13,Contested Possessions,Clearances,Clangers,Disposal efficiency,Time on ground,Metres gained,Injured,Opposition
810,2,21562,186,Mark,GetRichOrDieTryin,80,DEF,80,True,271072,Daniel,Rich,BRL,DEF,R2,271072_R2,7312.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7312,R2,2020.0,271072.0,Daniel,Rich,BL,9.0,69.0,80.0,88.0,54.0,75.0,15.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Time,guard,%D with %k by foot... also %M... Starting at half back,,,433300.0,,,,Back Midfielder,10.0,0.0,0.0,0.0,0.0,0.0,0.0,519000.0,,,3.0,0.0,3.0,81.0,81.0,460.0,False,FR
811,3,21562,186,Mark,GetRichOrDieTryin,80,DEF,102,True,271072,Daniel,Rich,BRL,DEF,R3,271072_R3,7324.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7324,R3,2020.0,271072.0,Daniel,Rich,BL,14.0,82.0,102.0,110.0,63.0,81.0,15.0,1.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,Full Time,hot,%O including %K... also %M and %T,guard,Starting at half back,,,,,Back Midfielder,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,0.0,0.0,93.0,78.0,360.0,False,WC
812,4,21562,186,Mark,GetRichOrDieTryin,80,DEF,96,True,271072,Daniel,Rich,BRL,DEF,R4,271072_R4,7334.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7334,R4,2020.0,271072.0,Daniel,Rich,BL,9.0,56.0,96.0,73.0,42.0,55.0,12.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,Full Time,guard,%O with %b by hand... also %M... and kicked %s... Starting at half back,,,,,,,Back Midfielder,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,0.0,0.0,83.0,83.0,322.0,False,AD
813,5,21562,186,Mark,GetRichOrDieTryin,80,DEF,97,True,271072,Daniel,Rich,BRL,DEF,R5,271072_R5,7342.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7342,R5,2020.0,271072.0,Daniel,Rich,BL,8.0,69.0,97.0,91.0,48.0,69.0,17.0,3.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,Full Time,guard,%O with %k by foot... also %T... Starting at half back,,,,,,,Back Midfielder,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,8.0,3.0,2.0,65.0,86.0,508.0,False,PA
814,6,21562,186,Mark,GetRichOrDieTryin,80,DEF,77,True,271072,Daniel,Rich,BRL,DEF,R6,271072_R6,7346.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7346,R6,2020.0,271072.0,Daniel,Rich,BL,2.0,44.0,77.0,11.0,30.0,42.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,Full Time,guard,%B among %P... Starting at half back,,,,,,,Back Midfielder,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,3.0,1.0,1.0,66.0,85.0,454.0,False,GE
815,7,21562,186,Mark,GetRichOrDieTryin,80,DEF,83,True,271072,Daniel,Rich,BRL,DEF,R7,271072_R7,7357.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7357,R7,2020.0,271072.0,Daniel,Rich,BL,13.0,70.0,83.0,41.0,57.0,75.0,13.0,3.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,Full Time,guard,%O including %K... also %M... Starting at half back,,,,,,,Back Midfielder,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,2.0,75.0,90.0,364.0,False,WS
816,8,21562,186,Mark,GetRichOrDieTryin,80,DEF,22,True,271072,Daniel,Rich,BRL,DEF,R8,271072_R8,7371.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7371,R8,2020.0,271072.0,Daniel,Rich,BL,1.0,19.0,22.0,6.0,12.0,18.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Full Time,injured,Left hamstring soreness in Q3 and jumper on at 3QT... %O with %b by hand,guard,Starting at half back,,,,,Back Midfielder,10.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,1.0,60.0,44.0,199.0,True,ME
817,9,21562,186,Mark,GetRichOrDieTryin,80,DEF,0,False,271072,Daniel,Rich,BRL,DEF,R9,271072_R9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
818,10,21562,186,Mark,GetRichOrDieTryin,80,DEF,0,False,271072,Daniel,Rich,BRL,DEF,R10,271072_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
819,1,21562,186,Mark,GetRichOrDieTryin,649,DEF,84,True,1002264,Hunter,Clark,STK,DEF,R1,1002264_R1,7307.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7307,R1,2020.0,1002264.0,Hunter,Clark,SK,7.0,52.0,84.0,28.0,40.0,63.0,10.0,8.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,Full Time,guard,%D and %T... Starting in defence,,,360000.0,,402200.0,,Back,11.0,0.0,0.0,0.0,0.0,0.0,0.0,421000.0,,,7.0,3.0,5.0,66.0,81.0,245.0,False,NM
820,2,21562,186,Mark,GetRichOrDieTryin,649,DEF,105,True,1002264,Hunter,Clark,STK,DEF,R2,1002264_R2,7318.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7318,R2,2020.0,1002264.0,Hunter,Clark,SK,18.0,89.0,105.0,120.0,67.0,90.0,16.0,3.0,7.0,4.0,0.0,1.0,1.0,0.0,0.0,Full Time,hot,%O with %k by foot... also %M and %T,guard,Starting in defence,360000.0,,,,Back,11.0,0.0,0.0,0.0,0.0,0.0,0.0,421000.0,,,4.0,1.0,4.0,84.0,80.0,349.0,False,WB
821,3,21562,186,Mark,GetRichOrDieTryin,649,DEF,70,True,1002264,Hunter,Clark,STK,DEF,R3,1002264_R3,7322.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7322,R3,2020.0,1002264.0,Hunter,Clark,SK,8.0,60.0,70.0,48.0,47.0,66.0,7.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Full Time,guard,%O and %M plus %T... Starting in defence,,,,,,,Back,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,2.0,1.0,75.0,86.0,190.0,False,CO
822,4,21562,186,Mark,GetRichOrDieTryin,649,DEF,90,True,1002264,Hunter,Clark,STK,DEF,R4,1002264_R4,7331.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7331,R4,2020.0,1002264.0,Hunter,Clark,SK,13.0,66.0,90.0,86.0,48.0,66.0,8.0,7.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,Full Time,guard,%O and %M plus %T... Starting in defence,,,,,,,Back,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,3.0,1.0,66.0,78.0,89.0,False,RI
823,5,21562,186,Mark,GetRichOrDieTryin,649,DEF,55,True,1002264,Hunter,Clark,STK,DEF,R5,1002264_R5,7337.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7337,R5,2020.0,1002264.0,Hunter,Clark,SK,5.0,38.0,0.0,30.0,34.0,51.0,6.0,4.0,4.0,3.0,0.0,0.0,4.0,0.0,0.0,Full Time,guard,%O and %M plus %T... conceded %F... Starting in defence,,,,,,,Back,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,5.0,100.0,86.0,150.0,False,CA
824,6,21562,186,Mark,GetRichOrDieTryin,649,DEF,61,True,1002264,Hunter,Clark,STK,DEF,R6,1002264_R6,7348.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7348,R6,2020.0,1002264.0,Hunter,Clark,SK,6.0,47.0,61.0,18.0,39.0,57.0,10.0,8.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,Full Time,guard,%D... Starting in defence,,,,,,,Back,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,3.0,1.0,77.0,82.0,162.0,False,FR
825,8,21562,186,Mark,GetRichOrDieTryin,649,DEF,103,False,1002264,Hunter,Clark,STK,DEF,R8,1002264_R8,7368.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7368,R8,2020.0,1002264.0,Hunter,Clark,SK,8.0,75.0,103.0,29.0,60.0,84.0,17.0,7.0,3.0,1.0,0.0,3.0,2.0,0.0,0.0,Full Time,guard,%P with %k by foot... also %M... umps paid him %4FF... Starting in defence,,,,,,,Back,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,2.0,5.0,58.0,80.0,296.0,False,PA
826,9,21562,186,Mark,GetRichOrDieTryin,649,DEF,79,True,1002264,Hunter,Clark,STK,DEF,R9,1002264_R9,7378.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7378,R9,2020.0,1002264.0,Hunter,Clark,SK,20.0,91.0,79.0,116.0,72.0,94.0,13.0,7.0,6.0,3.0,0.0,1.0,0.0,1.0,1.0,Full Time,hot,%D and %M with %T... %s as well,guard,Starting in defence,,,,,Back,11.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,1.0,4.0,55.0,88.0,307.0,False,SY
827,1,21562,186,Mark,GetRichOrDieTryin,131,DEF,82,True,230202,Kade,Simpson,CAR,DEF,R1,230202_R1,7301.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7301,R1,2020.0,230202.0,Kade,Simpson,CA,13.0,72.0,82.0,39.0,59.0,78.0,13.0,7.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,Full Time,guard,%M and %O... Lurking at half back,,,579700.0,,442600.0,,Back,6.0,0.0,0.0,0.0,0.0,0.0,0.0,692000.0,,,6.0,3.0,3.0,85.0,88.0,376.0,False,RI
828,2,10857,189,Anthony,The Full Bonty,131,DEF,70,True,230202,Kade,Simpson,CAR,DEF,R2,230202_R2,7313.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7313,R2,2020.0,230202.0,Kade,Simpson,CA,7.0,51.0,70.0,68.0,38.0,54.0,13.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,Full Time,guard,%O with %k by foot... also %M... Lurking at half back,,,579700.0,,,,Back,6.0,0.0,0.0,0.0,0.0,0.0,0.0,692000.0,,,4.0,3.0,4.0,60.0,87.0,307.0,False,ME
829,3,10857,189,Anthony,The Full Bonty,131,DEF,58,True,230202,Kade,Simpson,CAR,DEF,R3,230202_R3,7323.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7323,R3,2020.0,230202.0,Kade,Simpson,CA,9.0,52.0,58.0,35.0,41.0,54.0,9.0,1.0,6.0,2.0,0.0,0.0,1.0,0.0,0.0,Full Time,guard,%O with %k by foot... also %M and %T... Lurking at half back,,,,,,,Back,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,1.0,0.0,1.0,70.0,82.0,215.0,False,GE
830,4,10857,189,Anthony,The Full Bonty,131,DEF,89,False,230202,Kade,Simpson,CAR,DEF,R4,230202_R4,7332.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7332,R4,2020.0,230202.0,Kade,Simpson,CA,13.0,68.0,89.0,42.0,52.0,69.0,12.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,Full Time,guard,%D including %K... also %M and %T... Lurking at half back,,,,,,,Back,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,4.0,0.0,1.0,66.0,77.0,173.0,False,ES
831,5,10857,189,Anthony,The Full Bonty,131,DEF,82,True,230202,Kade,Simpson,CAR,DEF,R5,230202_R5,7337.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7337,R5,2020.0,230202.0,Kade,Simpson,CA,7.0,60.0,0.0,74.0,49.0,66.0,11.0,8.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,Full Time,guard,%M and %P... Lurking at half back,,,,,,,Back,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,0.0,1.0,94.0,84.0,252.0,False,SK
832,6,10857,189,Anthony,The Full Bonty,131,DEF,70,True,230202,Kade,Simpson,CAR,DEF,R6,230202_R6,7354.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7354,R6,2020.0,230202.0,Kade,Simpson,CA,7.0,58.0,70.0,76.0,43.0,60.0,15.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Full Time,guard,%P with %k by foot... also %M... Lurking at half back,,,,,,,Back,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,1.0,2.0,64.0,88.0,334.0,False,WB
833,1,21562,186,Mark,GetRichOrDieTryin,6,MID,68,True,297401,Matt,Crouch,ADE,MID,R1,297401_R1,7304.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7304,R1,2020.0,297401.0,Matt,Crouch,AD,7.0,54.0,68.0,66.0,43.0,63.0,7.0,11.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Full Time,shovel,%P and %T... Playing inside midfield,,,650600.0,,563000.0,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,761000.0,,,4.0,3.0,2.0,72.0,73.0,209.0,False,SY
834,2,21562,186,Mark,GetRichOrDieTryin,6,MID,94,True,297401,Matt,Crouch,ADE,MID,R2,297401_R2,7314.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7314,R2,2020.0,297401.0,Matt,Crouch,AD,14.0,72.0,94.0,51.0,61.0,90.0,9.0,17.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,Full Time,shovel,%O and %M plus %T... Playing inside midfield,,,650600.0,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,761000.0,,,14.0,7.0,3.0,65.0,81.0,293.0,False,PA
835,3,21562,186,Mark,GetRichOrDieTryin,6,MID,102,True,297401,Matt,Crouch,ADE,MID,R3,297401_R3,7325.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7325,R3,2020.0,297401.0,Matt,Crouch,AD,8.0,67.0,102.0,56.0,55.0,78.0,6.0,16.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,Full Time,shovel,%O including %B... also %T... Playing inside midfield,,,,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,5.0,1.0,86.0,71.0,185.0,False,GC
836,4,21562,186,Mark,GetRichOrDieTryin,6,MID,0,False,297401,Matt,Crouch,ADE,MID,R4,297401_R4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,5,21562,186,Mark,GetRichOrDieTryin,6,MID,113,False,297401,Matt,Crouch,ADE,MID,R5,297401_R5,7343.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7343,R5,2020.0,297401.0,Matt,Crouch,AD,20.0,90.0,113.0,114.0,74.0,108.0,10.0,17.0,4.0,5.0,0.0,0.0,2.0,0.0,0.0,Full Time,hot,%O and %M plus %T,shovel,Playing inside midfield,,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.0,4.0,3.0,66.0,81.0,194.0,False,FR
838,6,21562,186,Mark,GetRichOrDieTryin,6,MID,123,True,297401,Matt,Crouch,ADE,MID,R6,297401_R6,7349.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7349,R6,2020.0,297401.0,Matt,Crouch,AD,14.0,89.0,123.0,45.0,73.0,99.0,16.0,13.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,Full Time,hot,%P and %M... helped out by %4FF,shovel,Playing inside midfield,,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,10.0,3.0,3.0,69.0,67.0,449.0,False,WC
839,7,21562,186,Mark,GetRichOrDieTryin,6,MID,90,True,297401,Matt,Crouch,ADE,MID,R7,297401_R7,7363.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7363,R7,2020.0,297401.0,Matt,Crouch,AD,13.0,75.0,90.0,90.0,61.0,90.0,8.0,18.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,Full Time,shovel,%D and %T... Playing inside midfield,,,,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,4.0,2.0,69.0,74.0,133.0,False,SK
840,8,21562,186,Mark,GetRichOrDieTryin,6,MID,111,True,297401,Matt,Crouch,ADE,MID,R8,297401_R8,7369.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7369,R8,2020.0,297401.0,Matt,Crouch,AD,15.0,82.0,111.0,102.0,68.0,96.0,12.0,14.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,Full Time,reported,Reported for a headbutt on Townsend in Q2... %P and %M plus %T,shovel,Playing inside midfield,,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,11.0,5.0,2.0,84.0,76.0,346.0,False,ES
841,9,21562,186,Mark,GetRichOrDieTryin,6,MID,82,True,297401,Matt,Crouch,ADE,MID,R9,297401_R9,7377.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7377,R9,2020.0,297401.0,Matt,Crouch,AD,14.0,77.0,82.0,61.0,62.0,87.0,9.0,13.0,3.0,4.0,0.0,2.0,1.0,0.0,0.0,Full Time,shovel,%D and %M with %T... Playing inside midfield,,,,,,,Midfielder,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,1.0,2.0,72.0,84.0,262.0,False,NM
842,10,21562,186,Mark,GetRichOrDieTryin,6,MID,112,True,297401,Matt,Crouch,ADE,MID,R10,297401_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,1,21562,186,Mark,GetRichOrDieTryin,783,FWD,68,True,290838,Jack,Darling,WCE,FWD,R1,290838_R1,7309.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7309,R1,2020.0,290838.0,Jack,Darling,WC,9.0,44.0,68.0,56.0,34.0,45.0,4.0,4.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,Full Time,spearhead,%s from %P and %M plus %T... Up forward on Oscar McDonald,,,496700.0,,458900.0,,Forward,27.0,0.0,0.0,0.0,0.0,0.0,0.0,557000.0,,,3.0,0.0,0.0,75.0,100.0,177.0,False,ME
844,2,21562,186,Mark,GetRichOrDieTryin,783,FWD,53,True,290838,Jack,Darling,WCE,FWD,R2,290838_R2,7315.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7315,R2,2020.0,290838.0,Jack,Darling,WC,9.0,48.0,53.0,40.0,39.0,49.0,5.0,4.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,Full Time,spearhead,%s from %O and %M plus %T... Up forward on Lukosius,,,496700.0,,,,Forward,27.0,0.0,0.0,0.0,0.0,0.0,0.0,557000.0,,,7.0,0.0,4.0,33.0,95.0,182.0,False,GC
845,3,21562,186,Mark,GetRichOrDieTryin,783,FWD,63,False,290838,Jack,Darling,WCE,FWD,R3,290838_R3,7324.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7324,R3,2020.0,290838.0,Jack,Darling,WC,9.0,41.0,63.0,41.0,34.0,45.0,3.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,Full Time,spearhead,First goal... %s from %P and %M plus %T... Up forward on Gardiner,,,,,,,Forward,27.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,2.0,0.0,2.0,85.0,100.0,80.0,False,BL
846,4,21562,186,Mark,GetRichOrDieTryin,783,FWD,22,False,290838,Jack,Darling,WCE,FWD,R4,290838_R4,7330.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7330,R4,2020.0,290838.0,Jack,Darling,WC,0.0,19.0,22.0,16.0,15.0,19.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,Full Time,cold,%s from %P,spearhead,Up forward on Jonas,,,,,Forward,27.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,0.0,3.0,0.0,100.0,60.0,False,PA
847,7,45168,5524,Luke,The Dragon's Laird,783,FWD,95,True,290838,Jack,Darling,WCE,FWD,R7,290838_R7,7362.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7362,R7,2020.0,290838.0,Jack,Darling,WC,15.0,62.0,95.0,55.0,48.0,58.0,6.0,2.0,3.0,4.0,1.0,2.0,0.0,2.0,0.0,Full Time,spearhead,%s from %D and %M with %T... Up forward on Ryan,,,,,,,Forward,27.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,7.0,1.0,1.0,75.0,87.0,147.0,False,FR
848,10,45168,5524,Luke,The Dragon's Laird,783,FWD,0,False,290838,Jack,Darling,WCE,FWD,R10,290838_R10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,1,21562,186,Mark,GetRichOrDieTryin,148,FWD,66,True,994185,Jordan,De Goey,COL,FWD,R1,994185_R1,7302.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7302,R1,2020.0,994185.0,Jordan,De Goey,CO,10.0,61.0,66.0,40.0,50.0,65.0,9.0,5.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,Full Time,wing,%O and %M plus %s... Starting deep forward on Cordy,,,517700.0,,473800.0,,Midfielder,2.0,0.0,0.0,0.0,0.0,0.0,0.0,594000.0,,,5.0,4.0,2.0,57.0,84.0,320.0,False,WB
850,2,21562,186,Mark,GetRichOrDieTryin,148,FWD,67,True,994185,Jordan,De Goey,COL,FWD,R2,994185_R2,7310.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7310,R2,2020.0,994185.0,Jordan,De Goey,CO,7.0,56.0,67.0,70.0,42.0,59.0,10.0,7.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,Full Time,shovel,%P and %T plus %s... Playing central midfield,,,517700.0,,,,Midfielder,2.0,0.0,0.0,0.0,0.0,0.0,0.0,594000.0,,,10.0,2.0,3.0,29.0,90.0,266.0,False,RI
851,3,21562,186,Mark,GetRichOrDieTryin,148,FWD,85,True,994185,Jordan,De Goey,COL,FWD,R3,994185_R3,7322.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7322,R3,2020.0,994185.0,Jordan,De Goey,CO,20.0,70.0,85.0,91.0,57.0,79.0,9.0,7.0,4.0,4.0,0.0,0.0,2.0,1.0,1.0,Full Time,wing,%O and %M plus %T... %s as well... Starting forward on Wilkie,,,,,,,Midfielder,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,5.0,3.0,4.0,81.0,84.0,245.0,False,SK
852,4,21562,186,Mark,GetRichOrDieTryin,148,FWD,62,True,994185,Jordan,De Goey,COL,FWD,R4,994185_R4,7329.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7329,R4,2020.0,994185.0,Jordan,De Goey,CO,3.0,32.0,62.0,19.0,27.0,37.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,Full Time,wing,%O and %M plus %s... Coming off a HFF,,,,,,,Midfielder,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,6.0,2.0,0.0,80.0,83.0,172.0,False,WS
853,5,21562,186,Mark,GetRichOrDieTryin,148,FWD,85,False,994185,Jordan,De Goey,COL,FWD,R5,994185_R5,7338.0,http://live.fanfooty.com.au/game/matchcentre.html?id=7338,R5,2020.0,994185.0,Jordan,De Goey,CO,9.0,70.0,85.0,90.0,54.0,77.0,14.0,7.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,Full Time,shovel,%P and %M plus %T... %s as well... Starting in the guts,,,,,,,Midfielder,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,9.0,2.0,3.0,52.0,85.0,450.0,False,ES
