,round,coach_id,coach_team_id,coach_first_name,coach_team_name,player_id,played_position,points,on_field,feed_id,first_name,last_name,team,position,round_number_alt,source
1288,8.0,10857.0,189.0,Anthony,The Full Bonty,490.0,MID,177.0,True,996701,Clayton,Oliver,MEL,MID,R8,Draft
1289,9.0,10857.0,189.0,Anthony,The Full Bonty,490.0,MID,105.0,True,996701,Clayton,Oliver,MEL,MID,R9,Draft
1290,10.0,10857.0,189.0,Anthony,The Full Bonty,490.0,MID,205.0,True,996701,Clayton,Oliver,MEL,MID,R10,Draft
1291,11.0,10857.0,189.0,Anthony,The Full Bonty,490.0,MID,137.0,True,996701,Clayton,Oliver,MEL,MID,R11,Draft
1292,12.0,10857.0,189.0,Anthony,The Full Bonty,490.0,MID,137.0,True,996701,Clayton,Oliver,MEL,MID,R12,Draft
1293,13.0,10857.0,189.0,Anthony,The Full Bonty,490.0,MID,100.0,True,996701,Clayton,Oliver,MEL,MID,R13,Draft
1294,14.0,10857.0,189.0,Anthony,The Full Bonty,490.0,MID,134.0,True,996701,Clayton,Oliver,MEL,MID,R14,Draft
1295,1.0,10857.0,189.0,Anthony,The Full Bonty,334.0,FWD,98.0,True,291526,Luke,Dahlhaus,GEE,FWD,R1,Draft
1296,2.0,10857.0,189.0,Anthony,The Full Bonty,334.0,FWD,87.0,True,291526,Luke,Dahlhaus,GEE,FWD,R2,Draft
1297,3.0,10857.0,189.0,Anthony,The Full Bonty,334.0,FWD,7.0,True,291526,Luke,Dahlhaus,GEE,FWD,R3,Draft
1298,4.0,10857.0,189.0,Anthony,The Full Bonty,334.0,FWD,93.0,True,291526,Luke,Dahlhaus,GEE,FWD,R4,Draft
1299,5.0,10857.0,189.0,Anthony,The Full Bonty,334.0,FWD,91.0,True,291526,Luke,Dahlhaus,GEE,FWD,R5,Draft
1300,6.0,10857.0,189.0,Anthony,The Full Bonty,334.0,FWD,53.0,True,291526,Luke,Dahlhaus,GEE,FWD,R6,Draft
1301,7.0,8258.0,9856.0,Simon,It's always Sonny,334.0,FWD,62.0,True,291526,Luke,Dahlhaus,GEE,FWD,R7,Trade
1302,13.0,45168.0,5524.0,Luke,The Dragon's Laird,334.0,FWD,53.0,False,291526,Luke,Dahlhaus,GEE,FWD,R13,Free Agent
1303,1.0,10857.0,189.0,Anthony,The Full Bonty,5.0,MID,92.0,True,294307,Brad,Crouch,ADE,MID,R1,Draft
1304,2.0,10857.0,189.0,Anthony,The Full Bonty,5.0,MID,66.0,True,294307,Brad,Crouch,ADE,MID,R2,Draft
1305,3.0,10857.0,189.0,Anthony,The Full Bonty,5.0,MID,101.0,True,294307,Brad,Crouch,ADE,MID,R3,Draft
1306,4.0,10857.0,189.0,Anthony,The Full Bonty,5.0,MID,102.0,True,294307,Brad,Crouch,ADE,MID,R4,Draft
1307,5.0,10857.0,189.0,Anthony,The Full Bonty,5.0,MID,110.0,True,294307,Brad,Crouch,ADE,MID,R5,Draft
1308,6.0,10857.0,189.0,Anthony,The Full Bonty,5.0,MID,81.0,True,294307,Brad,Crouch,ADE,MID,R6,Draft
1309,7.0,10857.0,189.0,Anthony,The Full Bonty,5.0,MID,90.0,True,294307,Brad,Crouch,ADE,MID,R7,Draft
1310,8.0,10857.0,189.0,Anthony,The Full Bonty,5.0,MID,15.0,True,294307,Brad,Crouch,ADE,MID,R8,Draft
1311,12.0,180650.0,33301.0,Jordan,"What's Up, Doch?",5.0,MID,0.0,False,294307,Brad,Crouch,ADE,MID,R12,Free Agent
1312,13.0,180650.0,33301.0,Jordan,"What's Up, Doch?",5.0,MID,0.0,False,294307,Brad,Crouch,ADE,MID,R13,Free Agent
1313,14.0,180650.0,33301.0,Jordan,"What's Up, Doch?",5.0,MID,0.0,False,294307,Brad,Crouch,ADE,MID,R14,Free Agent
1314,1.0,10857.0,189.0,Anthony,The Full Bonty,597.0,DEF,91.0,True,1000223,Liam,Baker,RIC,DEF FWD,R1,Draft
1315,2.0,10857.0,189.0,Anthony,The Full Bonty,597.0,FWD,65.0,True,1000223,Liam,Baker,RIC,DEF FWD,R2,Draft
1316,10.0,180650.0,33301.0,Jordan,"What's Up, Doch?",597.0,FWD,112.0,True,1000223,Liam,Baker,RIC,DEF FWD,R10,Free Agent
1317,11.0,180650.0,33301.0,Jordan,"What's Up, Doch?",597.0,FWD,65.0,True,1000223,Liam,Baker,RIC,DEF FWD,R11,Free Agent
1318,12.0,180650.0,33301.0,Jordan,"What's Up, Doch?",597.0,FWD,75.0,True,1000223,Liam,Baker,RIC,DEF FWD,R12,Free Agent
1319,13.0,180650.0,33301.0,Jordan,"What's Up, Doch?",597.0,FWD,92.0,True,1000223,Liam,Baker,RIC,DEF FWD,R13,Free Agent
1320,14.0,180650.0,33301.0,Jordan,"What's Up, Doch?",597.0,FWD,80.0,True,1000223,Liam,Baker,RIC,DEF FWD,R14,Free Agent
1321,1.0,10857.0,189.0,Anthony,The Full Bonty,633.0,DEF,86.0,True,992049,Jayden,Short,RIC,DEF,R1,Draft
1322,2.0,10857.0,189.0,Anthony,The Full Bonty,633.0,DEF,78.0,True,992049,Jayden,Short,RIC,DEF,R2,Draft
1323,3.0,10857.0,189.0,Anthony,The Full Bonty,633.0,DEF,126.0,True,992049,Jayden,Short,RIC,DEF,R3,Draft
1324,4.0,10857.0,189.0,Anthony,The Full Bonty,633.0,DEF,82.0,True,992049,Jayden,Short,RIC,DEF,R4,Draft
1325,5.0,10857.0,189.0,Anthony,The Full Bonty,633.0,DEF,75.0,True,992049,Jayden,Short,RIC,DEF,R5,Draft
1326,6.0,10857.0,189.0,Anthony,The Full Bonty,633.0,DEF,118.0,True,992049,Jayden,Short,RIC,DEF,R6,Draft
1327,7.0,10857.0,189.0,Anthony,The Full Bonty,633.0,DEF,86.0,True,992049,Jayden,Short,RIC,DEF,R7,Draft
1328,8.0,10857.0,189.0,Anthony,The Full Bonty,633.0,DEF,110.0,True,992049,Jayden,Short,RIC,DEF,R8,Draft
1329,9.0,10857.0,189.0,Anthony,The Full Bonty,633.0,DEF,94.0,True,992049,Jayden,Short,RIC,DEF,R9,Draft
1330,10.0,10857.0,189.0,Anthony,The Full Bonty,633.0,DEF,125.0,True,992049,Jayden,Short,RIC,DEF,R10,Draft
1331,11.0,10857.0,189.0,Anthony,The Full Bonty,633.0,DEF,85.0,True,992049,Jayden,Short,RIC,DEF,R11,Draft
1332,12.0,10857.0,189.0,Anthony,The Full Bonty,633.0,DEF,106.0,True,992049,Jayden,Short,RIC,DEF,R12,Draft
1333,13.0,10857.0,189.0,Anthony,The Full Bonty,633.0,DEF,88.0,True,992049,Jayden,Short,RIC,DEF,R13,Draft
1334,14.0,10857.0,189.0,Anthony,The Full Bonty,633.0,DEF,94.0,True,992049,Jayden,Short,RIC,DEF,R14,Draft
1335,1.0,10857.0,189.0,Anthony,The Full Bonty,794.0,MID,86.0,True,295898,Tim,Kelly,WCE,MID,R1,Draft
1336,2.0,10857.0,189.0,Anthony,The Full Bonty,794.0,MID,105.0,True,295898,Tim,Kelly,WCE,MID,R2,Draft
1337,3.0,10857.0,189.0,Anthony,The Full Bonty,794.0,MID,61.0,True,295898,Tim,Kelly,WCE,MID,R3,Draft
1338,4.0,10857.0,189.0,Anthony,The Full Bonty,794.0,MID,102.0,True,295898,Tim,Kelly,WCE,MID,R4,Draft
1339,5.0,10857.0,189.0,Anthony,The Full Bonty,794.0,MID,77.0,True,295898,Tim,Kelly,WCE,MID,R5,Draft
1340,6.0,10857.0,189.0,Anthony,The Full Bonty,794.0,MID,140.0,True,295898,Tim,Kelly,WCE,MID,R6,Draft
1341,7.0,10857.0,189.0,Anthony,The Full Bonty,794.0,MID,105.0,True,295898,Tim,Kelly,WCE,MID,R7,Draft
1342,8.0,10857.0,189.0,Anthony,The Full Bonty,794.0,MID,150.0,True,295898,Tim,Kelly,WCE,MID,R8,Draft
1343,9.0,10857.0,189.0,Anthony,The Full Bonty,794.0,MID,90.0,True,295898,Tim,Kelly,WCE,MID,R9,Draft
1344,10.0,10857.0,189.0,Anthony,The Full Bonty,794.0,MID,0.0,False,295898,Tim,Kelly,WCE,MID,R10,Draft
1345,11.0,10857.0,189.0,Anthony,The Full Bonty,794.0,MID,73.0,True,295898,Tim,Kelly,WCE,MID,R11,Draft
1346,12.0,21562.0,186.0,Mark,GetRichOrDieTryin,794.0,MID,68.0,True,295898,Tim,Kelly,WCE,MID,R12,Trade
1347,13.0,21562.0,186.0,Mark,GetRichOrDieTryin,794.0,MID,66.0,True,295898,Tim,Kelly,WCE,MID,R13,Trade
1348,14.0,21562.0,186.0,Mark,GetRichOrDieTryin,794.0,MID,118.0,True,295898,Tim,Kelly,WCE,MID,R14,Trade
1349,1.0,10857.0,189.0,Anthony,The Full Bonty,221.0,FWD,82.0,True,990606,William,Snelling,ESS,FWD,R1,Draft
1350,9.0,71052.0,9867.0,James,Bad Boys For Fyfe,221.0,FWD,87.0,True,990606,William,Snelling,ESS,FWD,R9,Waiver
1351,10.0,71052.0,9867.0,James,Bad Boys For Fyfe,221.0,FWD,59.0,True,990606,William,Snelling,ESS,FWD,R10,Waiver
1352,1.0,10857.0,189.0,Anthony,The Full Bonty,677.0,FWD,79.0,True,250267,Paddy,Ryder,STK,RUC FWD,R1,Draft
1353,2.0,10857.0,189.0,Anthony,The Full Bonty,677.0,FWD,84.0,True,250267,Paddy,Ryder,STK,RUC FWD,R2,Draft
1354,3.0,10857.0,189.0,Anthony,The Full Bonty,677.0,FWD,62.0,True,250267,Paddy,Ryder,STK,RUC FWD,R3,Draft
1355,8.0,8258.0,9856.0,Simon,It's always Sonny,677.0,FWD,142.0,True,250267,Paddy,Ryder,STK,RUC FWD,R8,Waiver
1356,9.0,8258.0,9856.0,Simon,It's always Sonny,677.0,FWD,81.0,True,250267,Paddy,Ryder,STK,RUC FWD,R9,Waiver
1357,10.0,8258.0,9856.0,Simon,It's always Sonny,677.0,FWD,68.0,True,250267,Paddy,Ryder,STK,RUC FWD,R10,Waiver
1358,11.0,8258.0,9856.0,Simon,It's always Sonny,677.0,FWD,0.0,False,250267,Paddy,Ryder,STK,RUC FWD,R11,Waiver
1359,12.0,8258.0,9856.0,Simon,It's always Sonny,677.0,FWD,132.0,True,250267,Paddy,Ryder,STK,RUC FWD,R12,Waiver
1360,13.0,8258.0,9856.0,Simon,It's always Sonny,677.0,FWD,76.0,True,250267,Paddy,Ryder,STK,RUC FWD,R13,Waiver
1361,14.0,8258.0,9856.0,Simon,It's always Sonny,677.0,FWD,74.0,True,250267,Paddy,Ryder,STK,RUC FWD,R14,Waiver
1362,1.0,10857.0,189.0,Anthony,The Full Bonty,729.0,MID,76.0,True,297373,Marcus,Bontempelli,WBD,MID,R1,Draft
1363,2.0,10857.0,189.0,Anthony,The Full Bonty,729.0,MID,94.0,True,297373,Marcus,Bontempelli,WBD,MID,R2,Draft
1364,3.0,10857.0,189.0,Anthony,The Full Bonty,729.0,MID,97.0,True,297373,Marcus,Bontempelli,WBD,MID,R3,Draft
1365,4.0,10857.0,189.0,Anthony,The Full Bonty,729.0,MID,166.0,True,297373,Marcus,Bontempelli,WBD,MID,R4,Draft
1366,5.0,10857.0,189.0,Anthony,The Full Bonty,729.0,MID,55.0,True,297373,Marcus,Bontempelli,WBD,MID,R5,Draft
1367,6.0,10857.0,189.0,Anthony,The Full Bonty,729.0,MID,116.0,True,297373,Marcus,Bontempelli,WBD,MID,R6,Draft
1368,7.0,10857.0,189.0,Anthony,The Full Bonty,729.0,MID,105.0,True,297373,Marcus,Bontempelli,WBD,MID,R7,Draft
1369,8.0,10857.0,189.0,Anthony,The Full Bonty,729.0,MID,87.0,True,297373,Marcus,Bontempelli,WBD,MID,R8,Draft
1370,9.0,10857.0,189.0,Anthony,The Full Bonty,729.0,MID,96.0,True,297373,Marcus,Bontempelli,WBD,MID,R9,Draft
1371,10.0,10857.0,189.0,Anthony,The Full Bonty,729.0,MID,114.0,True,297373,Marcus,Bontempelli,WBD,MID,R10,Draft
1372,11.0,10857.0,189.0,Anthony,The Full Bonty,729.0,MID,138.0,True,297373,Marcus,Bontempelli,WBD,MID,R11,Draft
1373,12.0,10857.0,189.0,Anthony,The Full Bonty,729.0,MID,199.0,True,297373,Marcus,Bontempelli,WBD,MID,R12,Draft
1374,13.0,10857.0,189.0,Anthony,The Full Bonty,729.0,MID,135.0,True,297373,Marcus,Bontempelli,WBD,MID,R13,Draft
1375,14.0,10857.0,189.0,Anthony,The Full Bonty,729.0,MID,122.0,True,297373,Marcus,Bontempelli,WBD,MID,R14,Draft
1376,1.0,10857.0,189.0,Anthony,The Full Bonty,322.0,DEF,61.0,True,298524,Lachie,Weller,GCS,DEF,R1,Draft
1377,2.0,10857.0,189.0,Anthony,The Full Bonty,322.0,DEF,100.0,True,298524,Lachie,Weller,GCS,DEF,R2,Draft
1378,3.0,10857.0,189.0,Anthony,The Full Bonty,322.0,DEF,108.0,True,298524,Lachie,Weller,GCS,DEF,R3,Draft
1379,4.0,10857.0,189.0,Anthony,The Full Bonty,322.0,DEF,58.0,True,298524,Lachie,Weller,GCS,DEF,R4,Draft
1380,5.0,10857.0,189.0,Anthony,The Full Bonty,322.0,DEF,97.0,True,298524,Lachie,Weller,GCS,DEF,R5,Draft
1381,6.0,10857.0,189.0,Anthony,The Full Bonty,322.0,DEF,59.0,True,298524,Lachie,Weller,GCS,DEF,R6,Draft
1382,7.0,10857.0,189.0,Anthony,The Full Bonty,322.0,DEF,100.0,True,298524,Lachie,Weller,GCS,DEF,R7,Draft
1383,8.0,10857.0,189.0,Anthony,The Full Bonty,322.0,DEF,65.0,True,298524,Lachie,Weller,GCS,DEF,R8,Draft
1384,9.0,10857.0,189.0,Anthony,The Full Bonty,322.0,DEF,73.0,False,298524,Lachie,Weller,GCS,DEF,R9,Draft
1385,10.0,10857.0,189.0,Anthony,The Full Bonty,322.0,DEF,57.0,True,298524,Lachie,Weller,GCS,DEF,R10,Draft
1386,11.0,10857.0,189.0,Anthony,The Full Bonty,322.0,DEF,127.0,True,298524,Lachie,Weller,GCS,DEF,R11,Draft
1387,12.0,10857.0,189.0,Anthony,The Full Bonty,322.0,DEF,78.0,True,298524,Lachie,Weller,GCS,DEF,R12,Draft
1388,13.0,10857.0,189.0,Anthony,The Full Bonty,322.0,DEF,55.0,True,298524,Lachie,Weller,GCS,DEF,R13,Draft
1389,14.0,10857.0,189.0,Anthony,The Full Bonty,322.0,DEF,89.0,True,298524,Lachie,Weller,GCS,DEF,R14,Draft
1390,1.0,10857.0,189.0,Anthony,The Full Bonty,304.0,FWD,56.0,True,996464,Darcy,MacPherson,GCS,FWD MID,R1,Draft
1391,2.0,10857.0,189.0,Anthony,The Full Bonty,304.0,FWD,65.0,True,996464,Darcy,MacPherson,GCS,FWD MID,R2,Draft
1392,3.0,10857.0,189.0,Anthony,The Full Bonty,304.0,FWD,111.0,True,996464,Darcy,MacPherson,GCS,FWD MID,R3,Draft
1393,4.0,10857.0,189.0,Anthony,The Full Bonty,304.0,FWD,52.0,True,996464,Darcy,MacPherson,GCS,FWD MID,R4,Draft
1394,5.0,10857.0,189.0,Anthony,The Full Bonty,304.0,FWD,50.0,True,996464,Darcy,MacPherson,GCS,FWD MID,R5,Draft
1395,6.0,10857.0,189.0,Anthony,The Full Bonty,304.0,FWD,34.0,False,996464,Darcy,MacPherson,GCS,FWD MID,R6,Draft
1396,1.0,10857.0,189.0,Anthony,The Full Bonty,133.0,MID,55.0,True,1006094,Sam,Walsh,CAR,MID,R1,Draft
1397,2.0,10857.0,189.0,Anthony,The Full Bonty,133.0,MID,89.0,False,1006094,Sam,Walsh,CAR,MID,R2,Draft
1398,3.0,10857.0,189.0,Anthony,The Full Bonty,133.0,MID,75.0,False,1006094,Sam,Walsh,CAR,MID,R3,Draft
1399,4.0,10857.0,189.0,Anthony,The Full Bonty,133.0,MID,99.0,False,1006094,Sam,Walsh,CAR,MID,R4,Draft
1400,5.0,10857.0,189.0,Anthony,The Full Bonty,133.0,MID,58.0,True,1006094,Sam,Walsh,CAR,MID,R5,Draft
1401,6.0,10857.0,189.0,Anthony,The Full Bonty,133.0,MID,92.0,False,1006094,Sam,Walsh,CAR,MID,R6,Draft
1402,8.0,8258.0,9856.0,Simon,It's always Sonny,133.0,MID,140.0,False,1006094,Sam,Walsh,CAR,MID,R8,Trade
1403,9.0,8258.0,9856.0,Simon,It's always Sonny,133.0,MID,52.0,True,1006094,Sam,Walsh,CAR,MID,R9,Trade
1404,10.0,8258.0,9856.0,Simon,It's always Sonny,133.0,MID,0.0,False,1006094,Sam,Walsh,CAR,MID,R10,Trade
1405,11.0,8258.0,9856.0,Simon,It's always Sonny,133.0,MID,114.0,True,1006094,Sam,Walsh,CAR,MID,R11,Trade
1406,12.0,8258.0,9856.0,Simon,It's always Sonny,133.0,MID,123.0,True,1006094,Sam,Walsh,CAR,MID,R12,Trade
1407,13.0,8258.0,9856.0,Simon,It's always Sonny,133.0,MID,98.0,True,1006094,Sam,Walsh,CAR,MID,R13,Trade
1408,14.0,8258.0,9856.0,Simon,It's always Sonny,133.0,MID,113.0,True,1006094,Sam,Walsh,CAR,MID,R14,Trade
1409,1.0,10857.0,189.0,Anthony,The Full Bonty,415.0,DEF,0.0,False,294685,Zac,Williams,GWS,DEF,R1,Draft
1410,2.0,10857.0,189.0,Anthony,The Full Bonty,415.0,DEF,82.0,True,294685,Zac,Williams,GWS,DEF,R2,Draft
1411,3.0,10857.0,189.0,Anthony,The Full Bonty,415.0,DEF,55.0,True,294685,Zac,Williams,GWS,DEF,R3,Draft
1412,4.0,10857.0,189.0,Anthony,The Full Bonty,415.0,DEF,77.0,True,294685,Zac,Williams,GWS,DEF,R4,Draft
1413,5.0,10857.0,189.0,Anthony,The Full Bonty,415.0,DEF,0.0,False,294685,Zac,Williams,GWS,DEF,R5,Draft
1414,6.0,10857.0,189.0,Anthony,The Full Bonty,415.0,DEF,0.0,False,294685,Zac,Williams,GWS,DEF,R6,Draft
1415,7.0,10857.0,189.0,Anthony,The Full Bonty,415.0,DEF,0.0,False,294685,Zac,Williams,GWS,DEF,R7,Draft
1416,8.0,10857.0,189.0,Anthony,The Full Bonty,415.0,DEF,0.0,False,294685,Zac,Williams,GWS,DEF,R8,Draft
1417,9.0,10857.0,189.0,Anthony,The Full Bonty,415.0,DEF,112.0,True,294685,Zac,Williams,GWS,DEF,R9,Draft
1418,10.0,10857.0,189.0,Anthony,The Full Bonty,415.0,DEF,105.0,True,294685,Zac,Williams,GWS,DEF,R10,Draft
1419,11.0,10857.0,189.0,Anthony,The Full Bonty,415.0,DEF,0.0,False,294685,Zac,Williams,GWS,DEF,R11,Draft
1420,12.0,10857.0,189.0,Anthony,The Full Bonty,415.0,DEF,111.0,True,294685,Zac,Williams,GWS,DEF,R12,Draft
1421,13.0,10857.0,189.0,Anthony,The Full Bonty,415.0,DEF,94.0,True,294685,Zac,Williams,GWS,DEF,R13,Draft
1422,14.0,10857.0,189.0,Anthony,The Full Bonty,415.0,DEF,70.0,True,294685,Zac,Williams,GWS,DEF,R14,Draft
1423,1.0,10857.0,189.0,Anthony,The Full Bonty,207.0,MID,113.0,False,998102,Andrew,McGrath,ESS,MID,R1,Draft
1424,2.0,10857.0,189.0,Anthony,The Full Bonty,207.0,MID,98.0,True,998102,Andrew,McGrath,ESS,MID,R2,Draft
1425,3.0,10857.0,189.0,Anthony,The Full Bonty,207.0,MID,0.0,False,998102,Andrew,McGrath,ESS,MID,R3,Draft
1426,4.0,10857.0,189.0,Anthony,The Full Bonty,207.0,MID,79.0,True,998102,Andrew,McGrath,ESS,MID,R4,Draft
1427,5.0,10857.0,189.0,Anthony,The Full Bonty,207.0,MID,91.0,False,998102,Andrew,McGrath,ESS,MID,R5,Draft
1428,6.0,10857.0,189.0,Anthony,The Full Bonty,207.0,MID,120.0,True,998102,Andrew,McGrath,ESS,MID,R6,Draft
1429,7.0,10857.0,189.0,Anthony,The Full Bonty,207.0,MID,67.0,True,998102,Andrew,McGrath,ESS,MID,R7,Draft
1430,8.0,10857.0,189.0,Anthony,The Full Bonty,207.0,MID,124.0,True,998102,Andrew,McGrath,ESS,MID,R8,Draft
1431,9.0,10857.0,189.0,Anthony,The Full Bonty,207.0,MID,89.0,True,998102,Andrew,McGrath,ESS,MID,R9,Draft
1432,10.0,10857.0,189.0,Anthony,The Full Bonty,207.0,MID,90.0,True,998102,Andrew,McGrath,ESS,MID,R10,Draft
1433,11.0,10857.0,189.0,Anthony,The Full Bonty,207.0,MID,109.0,True,998102,Andrew,McGrath,ESS,MID,R11,Draft
1434,12.0,10857.0,189.0,Anthony,The Full Bonty,207.0,MID,113.0,True,998102,Andrew,McGrath,ESS,MID,R12,Draft
1435,13.0,10857.0,189.0,Anthony,The Full Bonty,207.0,MID,83.0,True,998102,Andrew,McGrath,ESS,MID,R13,Draft
1436,14.0,10857.0,189.0,Anthony,The Full Bonty,207.0,MID,124.0,True,998102,Andrew,McGrath,ESS,MID,R14,Draft
1437,1.0,10857.0,189.0,Anthony,The Full Bonty,353.0,MID,82.0,False,999824,Quinton,Narkle,GEE,MID,R1,Draft
1438,2.0,10857.0,189.0,Anthony,The Full Bonty,353.0,MID,71.0,False,999824,Quinton,Narkle,GEE,MID,R2,Draft
1439,3.0,10857.0,189.0,Anthony,The Full Bonty,353.0,MID,111.0,False,999824,Quinton,Narkle,GEE,MID,R3,Draft
1440,5.0,300791.0,182.0,Paul,Coronaviney,353.0,MID,52.0,True,999824,Quinton,Narkle,GEE,MID,R5,Free Agent
1441,1.0,10857.0,189.0,Anthony,The Full Bonty,365.0,FWD,0.0,False,270912,Jack,Steven,GEE,FWD MID,R1,Draft
1442,2.0,10857.0,189.0,Anthony,The Full Bonty,365.0,FWD,0.0,False,270912,Jack,Steven,GEE,FWD MID,R2,Draft
1443,3.0,10857.0,189.0,Anthony,The Full Bonty,365.0,FWD,20.0,True,270912,Jack,Steven,GEE,FWD MID,R3,Draft
1444,4.0,10857.0,189.0,Anthony,The Full Bonty,365.0,FWD,36.0,False,270912,Jack,Steven,GEE,FWD MID,R4,Draft
1445,5.0,10857.0,189.0,Anthony,The Full Bonty,365.0,FWD,95.0,False,270912,Jack,Steven,GEE,FWD MID,R5,Draft
1446,7.0,45168.0,5524.0,Luke,The Dragon's Laird,365.0,FWD,67.0,True,270912,Jack,Steven,GEE,FWD MID,R7,Free Agent
1447,11.0,300791.0,182.0,Paul,Coronaviney,365.0,FWD,86.0,True,270912,Jack,Steven,GEE,FWD MID,R11,Waiver
1448,12.0,300791.0,182.0,Paul,Coronaviney,365.0,FWD,0.0,False,270912,Jack,Steven,GEE,FWD MID,R12,Waiver
1449,13.0,300791.0,182.0,Paul,Coronaviney,365.0,FWD,113.0,True,270912,Jack,Steven,GEE,FWD MID,R13,Waiver
1450,14.0,300791.0,182.0,Paul,Coronaviney,365.0,FWD,55.0,True,270912,Jack,Steven,GEE,FWD MID,R14,Waiver
1451,1.0,71052.0,9867.0,James,Bad Boys For Fyfe,219.0,MID,163.0,True,291783,Dylan,Shiel,ESS,MID,R1,Draft
1452,2.0,71052.0,9867.0,James,Bad Boys For Fyfe,219.0,MID,96.0,True,291783,Dylan,Shiel,ESS,MID,R2,Draft
1453,3.0,71052.0,9867.0,James,Bad Boys For Fyfe,219.0,MID,0.0,False,291783,Dylan,Shiel,ESS,MID,R3,Draft
1454,4.0,71052.0,9867.0,James,Bad Boys For Fyfe,219.0,MID,81.0,True,291783,Dylan,Shiel,ESS,MID,R4,Draft
1455,5.0,71052.0,9867.0,James,Bad Boys For Fyfe,219.0,MID,156.0,True,291783,Dylan,Shiel,ESS,MID,R5,Draft
1456,6.0,71052.0,9867.0,James,Bad Boys For Fyfe,219.0,MID,74.0,True,291783,Dylan,Shiel,ESS,MID,R6,Draft
1457,7.0,71052.0,9867.0,James,Bad Boys For Fyfe,219.0,MID,0.0,False,291783,Dylan,Shiel,ESS,MID,R7,Draft
1458,8.0,71052.0,9867.0,James,Bad Boys For Fyfe,219.0,MID,0.0,False,291783,Dylan,Shiel,ESS,MID,R8,Draft
1459,9.0,71052.0,9867.0,James,Bad Boys For Fyfe,219.0,MID,76.0,True,291783,Dylan,Shiel,ESS,MID,R9,Draft
1460,10.0,71052.0,9867.0,James,Bad Boys For Fyfe,219.0,MID,55.0,True,291783,Dylan,Shiel,ESS,MID,R10,Draft
1461,11.0,71052.0,9867.0,James,Bad Boys For Fyfe,219.0,MID,129.0,True,291783,Dylan,Shiel,ESS,MID,R11,Draft
1462,12.0,71052.0,9867.0,James,Bad Boys For Fyfe,219.0,MID,117.0,True,291783,Dylan,Shiel,ESS,MID,R12,Draft
1463,13.0,71052.0,9867.0,James,Bad Boys For Fyfe,219.0,MID,57.0,True,291783,Dylan,Shiel,ESS,MID,R13,Draft
1464,14.0,71052.0,9867.0,James,Bad Boys For Fyfe,219.0,MID,118.0,True,291783,Dylan,Shiel,ESS,MID,R14,Draft
1465,1.0,71052.0,9867.0,James,Bad Boys For Fyfe,714.0,MID,125.0,True,290778,Luke,Parker,SYD,MID,R1,Draft
1466,2.0,71052.0,9867.0,James,Bad Boys For Fyfe,714.0,MID,109.0,True,290778,Luke,Parker,SYD,MID,R2,Draft
1467,3.0,71052.0,9867.0,James,Bad Boys For Fyfe,714.0,MID,113.0,True,290778,Luke,Parker,SYD,MID,R3,Draft
1468,4.0,71052.0,9867.0,James,Bad Boys For Fyfe,714.0,MID,120.0,True,290778,Luke,Parker,SYD,MID,R4,Draft
1469,5.0,71052.0,9867.0,James,Bad Boys For Fyfe,714.0,MID,110.0,True,290778,Luke,Parker,SYD,MID,R5,Draft
1470,6.0,71052.0,9867.0,James,Bad Boys For Fyfe,714.0,MID,45.0,True,290778,Luke,Parker,SYD,MID,R6,Draft
1471,7.0,71052.0,9867.0,James,Bad Boys For Fyfe,714.0,MID,141.0,True,290778,Luke,Parker,SYD,MID,R7,Draft
1472,8.0,71052.0,9867.0,James,Bad Boys For Fyfe,714.0,MID,113.0,True,290778,Luke,Parker,SYD,MID,R8,Draft
1473,9.0,71052.0,9867.0,James,Bad Boys For Fyfe,714.0,MID,107.0,True,290778,Luke,Parker,SYD,MID,R9,Draft
1474,10.0,71052.0,9867.0,James,Bad Boys For Fyfe,714.0,MID,77.0,True,290778,Luke,Parker,SYD,MID,R10,Draft
1475,11.0,71052.0,9867.0,James,Bad Boys For Fyfe,714.0,MID,0.0,False,290778,Luke,Parker,SYD,MID,R11,Draft
1476,12.0,71052.0,9867.0,James,Bad Boys For Fyfe,714.0,MID,127.0,True,290778,Luke,Parker,SYD,MID,R12,Draft
1477,13.0,71052.0,9867.0,James,Bad Boys For Fyfe,714.0,MID,71.0,True,290778,Luke,Parker,SYD,MID,R13,Draft
1478,14.0,71052.0,9867.0,James,Bad Boys For Fyfe,714.0,MID,73.0,True,290778,Luke,Parker,SYD,MID,R14,Draft
1479,1.0,71052.0,9867.0,James,Bad Boys For Fyfe,293.0,FWD,116.0,True,281091,Hugh,Greenwood,GCS,FWD MID,R1,Draft
1480,2.0,71052.0,9867.0,James,Bad Boys For Fyfe,293.0,FWD,95.0,True,281091,Hugh,Greenwood,GCS,FWD MID,R2,Draft
1481,3.0,71052.0,9867.0,James,Bad Boys For Fyfe,293.0,FWD,116.0,True,281091,Hugh,Greenwood,GCS,FWD MID,R3,Draft
1482,4.0,71052.0,9867.0,James,Bad Boys For Fyfe,293.0,FWD,61.0,True,281091,Hugh,Greenwood,GCS,FWD MID,R4,Draft
1483,5.0,71052.0,9867.0,James,Bad Boys For Fyfe,293.0,FWD,132.0,True,281091,Hugh,Greenwood,GCS,FWD MID,R5,Draft
