,player_id,trade_status,user_team_id,feed_id,first_name,last_name,team,position,round,points,price,total_points,games,total_games,price_change,total_price_change,last_position,round_position,minutes_played,total_minutes_played,updated_at,kicks,total_kicks,handballs,total_handballs,marks,total_marks,tackles,total_tackles,freekicks_for,total_freekicks_for,freekicks_against,total_freekicks_against,hitouts,total_hitouts,goals,total_goals,behinds,total_behinds,avg5,own_raw,avg,avg3,opp,oppavg,opph,opp1,opp1h,opp2,opp2h,opp3,opp3h,ven,venavg,ven1,ven2,ven3,livepts,livegames,owned,points_per_min,total_points_per_min,mvp_value,position_change
382,616,free_agent,,1002256,Paddy,Dow,STK,434,24,61,319600,607,1,10,18800,12200,441,240,82,757,2024-08-25T11:36:29+10:00,6,73,12,89,2,25,3,35,2,12,-1,-4,0,0,1,3,0,3,56.8,190,60.7,72.3333,CAR,61.0,1,,0,,0,,0,Docklands Stadium,57.0,,,,0,0,4.7088,0.7439024390243902,0.8018494055482166,5265.238879736408,7
383,546,free_agent,,290527,Trent,McKenzie,PTA,658,24,0,307100,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,63,0.0,0.0,FRE,81.4545,1,,0,,0,,0,Perth Stadium,47.0,,,,0,0,1.56134,,,,-2
384,765,free_agent,,1029416,Ryan,Maric,WCE,381,24,39,256000,789,1,19,7100,-50300,383,347,49,1540,2024-08-25T11:36:30+10:00,9,107,1,78,6,60,2,24,0,7,0,-9,0,0,0,7,0,4,54.8,41,41.5263,53.6667,GEE,39.0,1,,0,,0,,0,Kardinia Park,39.0,,,,0,0,1.01611,0.7959183673469388,0.5123376623376623,6164.767870000458,2
385,328,free_agent,,1021103,Mitchell,Knevitt,GEE,586,24,0,264800,139,0,4,0,-41200,580,415,0,261,2024-08-25T11:36:31+10:00,0,18,0,9,0,13,0,10,0,1,0,0,0,0,0,2,0,1,34.75,58,34.75,46.3333,WCE,0.0,0,,0,,0,,0,Kardinia Park,37.6,,,,0,0,1.43742,,0.5325670498084292,7620.143884892086,-6
386,264,free_agent,,281124,Levi,Casboult,GCS,585,24,0,291200,142,0,3,0,-14200,579,415,0,301,2024-08-25T11:36:31+10:00,0,15,0,12,0,6,0,6,0,3,0,-3,0,23,0,0,0,1,52.0,31,47.3333,52.0,RIC,59.0769,1,,0,,0,,0,Melbourne Cricket Ground,66.1053,,,,0,0,0.768278,,0.4717607973421927,6152.117008533104,-6
387,741,free_agent,,1013511,Tyler,Brockman,WCE,485,24,0,212500,421,0,10,0,-92600,481,415,0,763,2024-08-25T11:36:30+10:00,0,38,0,46,0,19,0,22,0,6,0,-4,0,0,0,1,0,2,35.0,36,42.1,28.0,GEE,27.0,1,,0,,0,,0,Kardinia Park,0.0,,,,0,0,0.892193,,0.5517693315858454,5047.5059382422805,-4
388,119,free_agent,,1017700,Jesse,Motlop,CAR,542,24,27,222200,236,1,6,-18600,-82700,552,391,94,562,2024-08-25T11:36:30+10:00,2,24,2,20,0,11,2,11,0,2,-1,-5,0,0,1,6,1,3,35.8,51,39.3333,33.3333,STK,47.0,0,,0,,0,,0,Docklands Stadium,48.8571,,,,0,0,1.26394,0.2872340425531915,0.4199288256227758,5649.157329794347,10
389,258,free_agent,,1017396,Mac,Andrew,GCS,193,24,53,311500,1473,1,20,-21900,6700,189,285,104,2118,2024-08-25T11:36:29+10:00,6,199,2,87,3,118,1,33,0,23,-1,-30,12,37,1,9,1,4,55.2,1426,73.65,49.0,RIC,53.0,1,,0,,0,,0,Melbourne Cricket Ground,41.0,,,,0,0,35.3408,0.5096153846153846,0.6954674220963173,4229.463679565512,-4
390,81,free_agent,,1002401,Brandon,Starcevich,BRL,344,24,0,295300,938,0,17,0,-9200,330,415,0,1707,2024-08-25T11:36:30+10:00,0,141,0,44,0,68,0,24,0,12,0,-12,0,0,0,1,0,1,57.6,57,55.1765,58.0,ESS,60.6,0,,0,,0,,0,Brisbane Cricket Ground,57.1731,,,,0,0,1.41264,,0.549502050380785,5351.916123712088,-14
391,715,free_agent,,290797,Alex,Keath,WBD,529,24,0,303200,281,0,5,0,-1100,524,415,0,583,2024-08-25T11:36:31+10:00,0,28,0,27,0,22,0,5,0,6,0,-3,0,0,0,0,0,0,56.2,25,56.2,64.6667,GWS,63.375,0,,0,,0,,0,Eureka Stadium,37.5,,,,0,0,0.619579,,0.48198970840480276,5395.017793594306,-5
392,122,free_agent,,1013973,Matthew,Owies,CAR,261,24,46,272000,1230,1,23,9300,-31900,263,314,89,2056,2024-08-25T11:36:29+10:00,5,133,6,66,2,67,2,52,1,12,0,-13,0,0,1,33,0,13,51.4,80,53.4783,58.0,STK,39.6667,0,,0,,0,,0,Docklands Stadium,54.0526,,,,0,0,1.98265,0.5168539325842697,0.5982490272373541,5086.175140197052,2
393,182,free_agent,,996232,Matt,Guelfi,ESS,347,24,10,318000,928,1,13,-70100,14500,340,412,59,1229,2024-08-25T11:36:30+10:00,0,75,5,80,0,32,1,46,0,13,-1,-13,0,0,0,15,0,10,51.6,852,71.3846,24.3333,BRL,54.6,1,,0,,0,,0,Brisbane Cricket Ground,57.7143,,,,0,0,21.1152,0.1694915254237288,0.7550854353132628,4454.7423393841245,-7
394,597,free_agent,,1012386,Samson,Ryan,RIC,505,24,0,248300,352,0,8,0,-54700,499,415,0,671,2024-08-25T11:36:31+10:00,0,31,0,21,0,19,0,7,0,8,0,-9,0,63,0,3,0,2,45.4,154,44.0,42.0,GCS,43.0,0,,0,,0,,0,Melbourne Cricket Ground,50.6667,,,,0,0,3.8166,,0.5245901639344263,5643.181818181818,-6
395,153,free_agent,,298358,Oleg,Markov,COL,445,24,0,271800,564,0,12,0,-31100,437,415,0,1193,2024-08-25T11:36:30+10:00,0,63,0,62,0,38,0,32,0,3,0,-5,0,0,0,1,0,0,54.0,56,47.0,63.3333,MEL,35.0,1,,0,,0,,0,Melbourne Cricket Ground,54.2069,,,,0,0,1.38786,,0.4727577535624476,5782.978723404255,-8
396,693,free_agent,,1008855,Oskar,Baker,WBD,521,24,0,260300,318,0,6,0,-42400,516,415,0,471,2024-08-25T11:36:31+10:00,0,51,0,34,0,33,0,4,0,1,0,-6,0,0,0,3,0,1,46.0,53,53.0,29.0,GWS,59.6667,0,,0,,0,,0,Eureka Stadium,74.5,,,,0,0,1.31351,,0.6751592356687898,4911.320754716981,-5
397,453,free_agent,,291533,Tom,McDonald,MEL,116,24,113,398700,1749,1,22,27200,96100,129,40,148,2637,2024-08-25T11:36:28+10:00,15,230,4,86,8,132,1,37,1,13,-1,-16,0,0,0,3,0,0,75.0,1542,79.5,92.3333,COL,71.8,0,,0,,0,,0,Melbourne Cricket Ground,82.7227,,,,0,0,38.2156,0.7635135135135135,0.6632536973833902,5015.094339622641,13
398,710,free_agent,,997501,Ryan,Gardner,WBD,658,24,0,302400,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,53,0.0,0.0,GWS,47.25,0,,0,,0,,0,Eureka Stadium,53.75,,,,0,0,1.31351,,,,-2
399,231,free_agent,,1016825,Matthew,Johnson,FRE,270,24,27,327100,1204,1,19,-42400,25300,265,391,51,1565,2024-08-25T11:36:30+10:00,4,152,3,150,1,68,0,58,0,12,0,-18,0,0,0,3,1,10,58.8,395,63.3684,41.0,PTA,33.6667,0,,0,,0,,0,Perth Stadium,57.95,,,,0,0,9.78934,0.5294117647058824,0.7693290734824281,5161.8787913218575,-5
400,687,free_agent,,1020339,Angus,Sheldrick,SYD,658,24,0,301800,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,118,0.0,0.0,ADE,0.0,0,,0,,0,,0,Sydney Cricket Ground,66.75,,,,0,0,2.92441,,,,-2
401,263,free_agent,,1008454,Connor,Budarick,GCS,462,24,67,341500,507,1,8,18200,40300,473,215,91,795,2024-08-25T11:36:29+10:00,11,80,3,40,7,36,3,18,1,5,-1,-5,0,0,0,0,0,0,70.0,115,63.375,76.3333,RIC,62.6667,1,,0,,0,,0,Melbourne Cricket Ground,56.0,,,,0,0,2.85006,0.7362637362637363,0.6377358490566037,5388.560157790927,11
402,213,free_agent,,1020594,Jye,Amiss,FRE,272,24,24,322700,1194,1,22,-26500,21900,268,398,111,2364,2024-08-25T11:36:30+10:00,3,133,2,46,1,82,0,30,1,28,-1,-13,0,0,1,36,0,28,62.4,144,54.2727,48.6667,PTA,49.0,0,,0,,0,,0,Perth Stadium,49.1667,,,,0,0,3.56877,0.21621621621621623,0.5050761421319797,5945.899135292698,-4
403,155,free_agent,,1004757,Beau,McCreery,COL,353,24,58,304800,916,1,17,34600,4300,358,263,128,1607,2024-08-25T11:36:29+10:00,4,107,7,66,1,28,1,84,2,16,0,-19,0,0,0,10,0,10,59.2,93,53.8824,78.0,MEL,63.6667,1,,0,,0,,0,Melbourne Cricket Ground,56.3,,,,0,0,2.30483,0.453125,0.5700062227753578,5656.763618547058,5
404,431,free_agent,,291962,Chad,Wingard,HAW,658,24,0,299400,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,99,0.0,0.0,NTH,88.3077,0,,0,,0,,0,University of Tasmania Stadium,78.6429,,,,0,0,2.45353,,,,-2
405,402,free_agent,,291351,Jack,Gunston,HAW,343,24,54,355900,944,1,16,37300,58700,348,281,100,1516,2024-08-25T11:36:29+10:00,7,116,3,37,3,79,2,20,0,6,0,-11,0,0,1,28,1,17,67.0,176,59.0,89.3333,NTH,89.1875,0,,0,,0,,0,University of Tasmania Stadium,86.3824,,,,0,0,4.36183,0.54,0.6226912928759895,6032.203389830508,5
406,337,free_agent,,298419,Brandan,Parfitt,GEE,425,24,0,333300,641,0,9,0,37100,415,415,0,742,2024-08-25T11:36:30+10:00,0,77,0,76,0,13,0,57,0,4,0,-10,0,0,0,1,0,2,56.2,232,71.2222,55.0,WCE,59.0,0,,0,,0,,0,Kardinia Park,80.4286,,,,0,0,5.74969,,0.8638814016172507,4679.720648898799,-10
407,278,free_agent,,1005992,Joel,Jeffrey,GCS,382,24,0,313300,787,0,12,0,17300,372,415,0,1091,2024-08-25T11:36:30+10:00,0,132,0,67,0,44,0,14,0,1,0,-7,0,0,0,1,0,2,55.8,401,65.5833,37.3333,RIC,0.0,1,,0,,0,,0,Melbourne Cricket Ground,35.0,,,,0,0,9.93804,,0.7213565536205316,4777.130763471799,-10
408,772,free_agent,,1004364,Liam,Ryan,WCE,356,24,0,308300,903,0,16,0,13600,345,415,0,1583,2024-08-25T11:36:30+10:00,0,143,0,57,0,68,0,27,0,12,0,-7,0,0,0,13,0,11,55.6,115,56.4375,59.3333,GEE,63.25,1,,0,,0,,0,Kardinia Park,55.0,,,,0,0,2.85006,,0.5704358812381554,5462.679955703212,-11
409,102,free_agent,,1008510,Corey,Durdin,CAR,464,24,26,185700,504,1,13,9700,-108500,464,395,78,939,2024-08-25T11:36:30+10:00,3,42,1,36,3,20,2,23,0,3,0,0,0,0,0,7,1,5,32.0,21,38.7692,41.3333,STK,46.3333,0,,0,,0,,0,Docklands Stadium,49.1176,,,,0,0,0.520446,0.3333333333333333,0.536741214057508,4789.884753876789,0
410,400,free_agent,,1012857,Jack,Ginnivan,HAW,183,24,113,373300,1508,1,21,4900,79100,204,40,118,2120,2024-08-25T11:36:28+10:00,13,219,10,137,2,85,3,55,1,22,-1,-19,0,0,2,25,0,25,69.6,1154,71.8095,75.3333,NTH,76.0,0,,0,,0,,0,University of Tasmania Stadium,78.0,,,,0,0,28.5998,0.9576271186440678,0.7113207547169811,5198.476524693808,21
411,33,free_agent,,1008543,Harry,Schoenberg,ADE,564,24,0,261200,187,0,4,0,-32500,558,415,0,324,2024-08-25T11:36:31+10:00,0,17,0,26,0,9,0,5,0,2,0,-1,0,0,0,3,0,0,46.75,43,46.75,39.0,SYD,56.0,1,,0,,0,,0,Sydney Cricket Ground,61.5,,,,0,0,1.06568,,0.5771604938271605,5587.165775401069,-6
412,381,free_agent,,1008123,Jake,Riccardi,GWS,302,24,0,301500,1090,0,19,0,7800,287,415,0,1733,2024-08-25T11:36:30+10:00,0,133,0,72,0,93,0,27,0,7,0,-15,0,75,0,26,0,12,50.4,157,57.3684,50.0,WBD,50.4,1,,0,,0,,0,Eureka Stadium,71.0,,,,0,0,3.89095,,0.6289671090594345,5255.506515782207,-15
413,678,free_agent,,996743,Lewis,Melican,SYD,299,24,73,265700,1101,1,21,4100,-27500,300,196,100,2066,2024-08-25T11:36:29+10:00,9,125,1,49,4,67,1,33,1,11,-1,-7,0,0,1,1,0,0,56.2,37,52.4286,54.0,ADE,55.5,0,,0,,0,,0,Sydney Cricket Ground,55.9474,,,,0,0,0.916976,0.73,0.5329138431752178,5067.84464967594,1
414,696,free_agent,,1000864,Lachlan,Bramble,WBD,136,24,40,400700,1673,1,23,-26200,108600,131,339,102,2341,2024-08-25T11:36:30+10:00,8,279,7,147,0,110,0,33,1,10,0,-13,0,0,0,2,1,3,78.0,892,72.7391,64.0,GWS,56.25,0,,0,,0,,0,Eureka Stadium,62.0,,,,0,0,22.1066,0.39215686274509803,0.7146518581802649,5508.729142923133,-5
415,660,free_agent,,990816,Aaron,Francis,SYD,539,24,37,260000,248,1,5,-16800,-31800,551,355,114,525,2024-08-25T11:36:30+10:00,8,35,1,21,7,27,2,5,0,3,0,-1,0,0,0,0,0,0,49.6,17,49.6,41.6667,ADE,56.6,0,,0,,0,,0,Sydney Cricket Ground,54.6154,,,,0,0,0.421313,0.32456140350877194,0.4723809523809524,5241.935483870968,12
416,732,free_agent,,1005000,Laitham,Vandermeer,WBD,297,24,16,235000,1108,1,23,-6400,-56600,286,407,16,1943,2024-08-25T11:36:30+10:00,1,131,0,95,1,79,2,42,0,9,0,-11,0,0,0,9,0,8,44.2,53,48.1739,42.3333,GWS,37.3333,0,,0,,0,,0,Eureka Stadium,28.0,,,,0,0,1.31351,1,0.5702521873391663,4878.160165566832,-11
417,610,free_agent,,1023784,Anthony,Caminiti,STK,377,24,0,284800,803,0,15,0,-6100,371,415,0,1438,2024-08-25T11:36:30+10:00,0,67,0,66,0,50,0,34,0,9,0,-11,0,24,0,15,0,10,60.2,35,53.5333,49.3333,CAR,31.0,1,,0,,0,,0,Docklands Stadium,56.8889,,,,0,0,0.86741,,0.5584144645340751,5320.0531258114115,-6
418,604,free_agent,,1018433,Tylar,Young,RIC,495,24,0,282000,394,0,9,0,-8000,490,415,0,946,2024-08-25T11:36:31+10:00,0,63,0,19,0,41,0,8,0,3,0,-11,0,0,0,0,0,0,54.2,18,43.7778,53.3333,GCS,39.0,0,,0,,0,,0,Melbourne Cricket Ground,54.1429,,,,0,0,0.446097,,0.4164904862579281,6441.621095623809,-5
419,18,free_agent,,1013974,Mark,Keane,ADE,143,24,0,395600,1636,0,21,0,105900,129,415,0,2444,2024-08-25T11:36:30+10:00,0,270,0,83,0,113,0,22,0,20,0,-34,0,0,0,0,0,1,73.4,774,77.9048,86.3333,SYD,59.6667,1,,0,,0,,0,Sydney Cricket Ground,47.0,,,,0,0,19.1822,,0.6693944353518821,5077.992626898471,-14
420,764,free_agent,,1023496,Noah,Long,WCE,512,24,0,280700,340,0,7,0,-9000,508,415,0,663,2024-08-25T11:36:31+10:00,0,40,0,30,0,21,0,12,0,3,0,-2,0,0,0,2,0,5,53.2,31,48.5714,47.6667,GEE,55.0,1,,0,,0,,0,Kardinia Park,0.0,,,,0,0,0.768278,,0.5128205128205128,5779.121046541793,-4
421,55,free_agent,,1023708,Jaspa,Fletcher,BRL,189,24,59,317600,1478,1,23,-400,29500,190,258,96,2165,2024-08-25T11:36:29+10:00,10,183,5,153,5,113,1,48,0,9,-2,-12,0,0,0,4,0,7,63.8,323,64.2609,61.6667,ESS,59.0,0,,0,,0,,0,Brisbane Cricket Ground,57.7059,,,,0,0,8.00496,0.6145833333333334,0.6826789838337183,4942.3521923907065,1
422,292,free_agent,,1005986,Malcolm,Rosas,GCS,525,24,0,226700,306,0,7,0,-61300,519,415,0,538,2024-08-25T11:36:31+10:00,0,38,0,13,0,14,0,11,0,5,0,-8,0,0,0,12,0,6,39.0,26,43.7143,25.0,RIC,34.6667,1,,0,,0,,0,Melbourne Cricket Ground,38.0,,,,0,0,0.644362,,0.5687732342007435,5185.9460176647,-6
424,583,free_agent,,293813,Tom,Lynch,RIC,573,24,0,250800,170,0,4,0,-36500,567,415,0,396,2024-08-25T11:36:31+10:00,0,23,0,9,0,12,0,1,0,6,0,-4,0,2,0,6,0,4,42.5,157,42.5,35.6667,GCS,69.25,0,,0,,0,,0,Melbourne Cricket Ground,76.1754,,,,0,0,3.89095,,0.4292929292929293,5901.176470588235,-6
425,727,free_agent,,992048,Anthony,Scott,WBD,624,24,0,287300,57,0,2,0,0,621,415,0,72,2024-08-25T11:36:31+10:00,0,7,0,3,0,6,0,1,0,0,0,0,0,0,0,0,0,1,28.5,37,28.5,28.5,GWS,62.5,0,,0,,0,,0,Eureka Stadium,67.0,,,,0,0,0.916976,,0.7916666666666666,10080.701754385966,-3
426,705,free_agent,,290085,Taylor,Duryea,WBD,253,24,67,289200,1264,1,21,7900,2800,260,215,95,2076,2024-08-25T11:36:29+10:00,10,186,8,121,3,106,2,44,0,13,-1,-10,0,0,0,0,0,3,57.8,83,60.1905,60.6667,GWS,61.3846,0,,0,,0,,0,Eureka Stadium,66.1667,,,,0,0,2.057,0.7052631578947368,0.6088631984585742,4804.744934831909,7
427,607,free_agent,,994599,Riley,Bonner,STK,212,24,0,337400,1431,0,19,0,52900,186,415,0,1738,2024-08-25T11:36:30+10:00,0,308,0,93,0,105,0,25,0,4,0,-11,0,0,0,1,0,6,64.4,1004,75.3158,67.0,CAR,58.75,1,,0,,0,,0,Docklands Stadium,67.4783,,,,0,0,24.8823,,0.8233601841196778,4479.803706526386,-26
428,638,free_agent,,1018018,Cooper,Sharman,STK,318,24,64,354900,1014,1,18,4100,70600,327,228,101,1487,2024-08-25T11:36:29+10:00,8,117,3,56,5,69,3,33,1,10,0,-11,4,5,0,18,2,12,74.0,262,56.3333,71.3333,CAR,47.6667,1,,0,,0,,0,Docklands Stadium,56.5185,,,,0,0,6.49318,0.6336633663366337,0.6819098856758574,6300.003727812857,9
429,807,free_agent,,1007591,Brynn,Teakle,NTH,467,24,18,235100,499,1,11,-13200,-48800,461,403,89,962,2024-08-25T11:36:30+10:00,1,45,1,35,1,28,0,10,0,4,0,-5,2,57,0,9,0,2,38.4,175,45.3636,38.6667,HAW,18.0,1,,,,,,,University of Tasmania Stadium,18.0,,,,0,0,4.33705,0.20224719101123595,0.5187110187110187,5182.5692846246775,-6
430,90,free_agent,,1002795,Jordan,Boyd,CAR,284,24,0,237500,1153,0,19,0,-46100,272,415,0,1904,2024-08-25T11:36:30+10:00,0,203,0,59,0,77,0,44,0,9,0,-13,0,0,0,1,0,3,35.8,259,60.6842,29.6667,STK,0.0,0,,0,,0,,0,Docklands Stadium,60.125,,,,0,0,6.41884,,0.6055672268907563,3913.704061353697,-12
431,228,free_agent,,291570,Nat,Fyfe,FRE,178,24,74,304400,1522,1,22,-600,21200,178,190,92,1901,2024-08-25T11:36:29+10:00,4,139,14,289,2,53,3,51,0,15,-3,-31,0,0,1,5,0,6,58.0,1812,69.1818,59.0,PTA,104.333,0,,0,,0,,0,Perth Stadium,95.5918,,,,0,0,44.9071,0.8043478260869565,0.8006312467122567,4400.001156373497,0
432,282,free_agent,,993917,Ben,Long,GCS,323,24,81,310200,1005,1,17,-800,30000,336,159,100,1699,2024-08-25T11:36:29+10:00,9,122,3,51,5,62,6,46,0,8,-1,-23,0,0,3,26,2,17,64.6,79,59.1176,60.0,RIC,66.0,1,,0,,0,,0,Melbourne Cricket Ground,52.0,,,,0,0,1.95787,0.81,0.5915244261330195,5247.16835595491,13
433,237,free_agent,,1013220,Nathan,O'Driscoll,FRE,602,24,79,278900,105,1,2,0,0,642,168,90,113,2024-08-25T11:36:29+10:00,7,11,13,14,4,5,4,5,1,1,-1,-1,0,0,1,1,0,1,52.5,33,52.5,52.5,PTA,79.0,0,,0,,0,,0,Perth Stadium,57.9091,,,,0,0,0.817844,0.8777777777777778,0.9292035398230089,5312.380952380952,40
434,631,free_agent,,294596,Tim,Membrey,STK,268,24,56,399700,1205,1,19,15100,120900,273,272,94,1869,2024-08-25T11:36:29+10:00,5,150,4,71,5,98,3,32,0,8,0,-10,0,6,2,30,0,9,75.4,276,63.4211,86.0,CAR,81.1667,1,,0,,0,,0,Docklands Stadium,72.2959,,,,0,0,6.84015,0.5957446808510638,0.6447298020331729,6302.318944326099,5
435,149,free_agent,,997974,Ash,Johnson,COL,628,24,0,228800,53,0,3,0,-49100,624,415,0,234,2024-08-25T11:36:31+10:00,0,7,0,2,0,5,0,5,0,2,0,-3,0,0,0,0,0,1,20.5,21,17.6667,20.5,MEL,38.0,1,,0,,0,,0,Melbourne Cricket Ground,46.3571,,,,0,0,0.520446,,0.2264957264957265,12950.918960530264,-4
436,210,free_agent,,993806,Sam,Weideman,ESS,639,24,0,276600,33,0,1,0,0,635,415,0,106,2024-08-25T11:36:31+10:00,0,4,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,33.0,28,33.0,33.0,BRL,34.8,1,,0,,0,,0,Brisbane Cricket Ground,32.6667,,,,0,0,0.693928,,0.3113207547169811,8381.818181818182,-4
438,13,free_agent,,1018075,Lachlan,Gollant,ADE,618,24,0,202300,83,0,4,0,-73800,612,415,0,313,2024-08-25T11:36:31+10:00,0,15,0,7,0,3,0,3,0,3,0,-3,0,7,0,1,0,1,20.75,15,20.75,23.0,SYD,0.0,1,,0,,0,,0,Sydney Cricket Ground,0.0,,,,0,0,0.371747,,0.26517571884984026,9749.397590361446,-6
439,667,free_agent,,1013409,James,Jordon,SYD,164,24,60,300200,1561,1,23,11500,24700,160,249,117,2366,2024-08-25T11:36:29+10:00,6,155,12,192,1,74,4,72,0,11,-1,-11,0,0,0,9,0,9,52.4,1354,67.8696,64.6667,ADE,61.6667,0,,0,,0,,0,Sydney Cricket Ground,77.0,,,,0,0,33.5564,0.5128205128205128,0.6597633136094675,4423.187995803717,-4
440,513,free_agent,,1002240,Jaidyn,Stephenson,NTH,426,24,0,278600,639,0,12,0,3200,417,415,0,1112,2024-08-25T11:36:30+10:00,0,106,0,46,0,51,0,20,0,5,0,-8,0,0,0,8,0,0,59.0,144,53.25,70.3333,HAW,54.0,1,,0,,0,,0,University of Tasmania Stadium,47.0,,,,0,0,3.56877,,0.5746402877697842,5231.924882629108,-9
441,634,free_agent,,1004985,Ben,Paton,STK,601,24,0,217100,110,0,4,0,-58100,593,415,0,194,2024-08-25T11:36:31+10:00,0,15,0,12,0,5,0,5,0,2,0,-1,0,0,0,0,0,0,27.5,17,27.5,29.6667,CAR,49.3333,1,,0,,0,,0,Docklands Stadium,57.3824,,,,0,0,0.421313,,0.5670103092783505,7894.545454545455,-8
443,579,free_agent,,280819,Dylan,Grimes,RIC,557,24,0,243700,204,0,5,0,-29600,553,415,0,481,2024-08-25T11:36:31+10:00,0,24,0,18,0,18,0,2,0,0,0,-8,0,0,0,0,0,1,42.5,27,40.8,46.0,GCS,60.7778,0,,0,,0,,0,Melbourne Cricket Ground,59.2358,,,,0,0,0.669145,,0.42411642411642414,5973.0392156862745,-4
444,395,free_agent,,994077,Mabior,Chol,HAW,242,24,83,325000,1332,1,21,14200,51800,250,148,115,2125,2024-08-25T11:36:29+10:00,7,156,1,45,3,79,1,59,1,23,-1,-27,1,38,3,36,0,20,67.4,127,63.4286,71.0,NTH,78.0,0,,0,,0,,0,University of Tasmania Stadium,53.0,,,,0,0,3.14746,0.7217391304347827,0.6268235294117647,5123.871565823619,8
445,56,free_agent,,298211,Darcy,Fort,BRL,608,24,0,272300,101,0,2,0,0,602,415,0,197,2024-08-25T11:36:31+10:00,0,13,0,8,0,5,0,8,0,2,0,-4,0,40,0,1,0,1,50.5,79,50.5,50.5,ESS,68.5,0,,0,,0,,0,Brisbane Cricket Ground,51.5833,,,,0,0,1.95787,,0.5126903553299492,5392.079207920792,-6
446,564,free_agent,,1013197,Sam,Banks,RIC,405,24,42,321300,703,1,15,5600,49700,410,330,61,1144,2024-08-25T11:36:30+10:00,7,111,2,69,3,35,1,22,0,7,0,-8,0,0,0,1,0,2,66.0,58,46.8667,65.6667,GCS,44.0,0,,0,,0,,0,Melbourne Cricket Ground,44.2308,,,,0,0,1.43742,0.6885245901639344,0.6145104895104895,6855.613900701351,5
447,410,free_agent,,1023482,Cam,Mackenzie,HAW,264,24,97,296600,1217,1,20,26500,25100,282,91,104,1691,2024-08-25T11:36:28+10:00,10,162,13,138,4,53,5,50,0,12,-2,-9,0,0,0,9,0,5,62.0,320,60.85,72.0,NTH,88.3333,0,,0,,0,,0,University of Tasmania Stadium,64.5714,,,,0,0,7.93061,0.9326923076923077,0.719692489651094,4874.2810188989315,18
448,281,free_agent,,294013,Sean,Lemmens,GCS,575,24,60,273100,165,1,3,3300,3300,597,249,109,301,2024-08-25T11:36:29+10:00,12,24,3,13,3,6,5,9,4,5,0,0,0,0,0,0,0,0,55.0,11,55.0,55.0,RIC,47.0,1,,0,,0,,0,Melbourne Cricket Ground,53.0,,,,0,0,0.272615,0.5504587155963303,0.5481727574750831,4965.454545454545,22
449,664,free_agent,,295222,Joel,Hamling,SYD,658,24,0,264900,0,0,0,0,0,656,415,0,0,2024-08-25T11:36:32+10:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,15,0.0,0.0,ADE,91.6667,0,,0,,0,,0,Sydney Cricket Ground,33.5,,,,0,0,0.371747,,,,-2
450,196,free_agent,,1013201,Jye,Menzie,ESS,476,24,0,173200,475,0,14,0,-88700,465,415,0,1069,2024-08-25T11:36:30+10:00,0,71,0,55,0,38,0,21,0,3,0,-3,0,0,0,3,0,5,30.0,15,33.9286,24.3333,BRL,42.0,1,,0,,0,,0,Brisbane Cricket Ground,42.0,,,,0,0,0.371747,,0.44434050514499535,5104.837806452373,-11
451,467,free_agent,,1002282,Charlie,Spargo,MEL,637,24,0,261400,36,0,1,0,0,633,415,0,101,2024-08-25T11:36:31+10:00,0,5,0,7,0,1,0,2,0,1,0,-2,0,0,0,0,0,1,0.0,16,36.0,0.0,COL,53.8571,0,,0,,0,,0,Melbourne Cricket Ground,58.2683,,,,0,0,0.39653,,0.3564356435643564,7261.111111111111,-4
452,3,free_agent,,1009029,James,Borlase,ADE,430,24,43,291800,623,1,10,-32000,31400,433,323,121,1151,2024-08-25T11:36:30+10:00,1,60,7,45,0,46,1,16,0,9,0,-6,0,6,0,1,0,1,58.8,53,62.3,39.6667,SYD,47.0,1,,0,,0,,0,Sydney Cricket Ground,43.0,,,,0,0,1.31351,0.35537190082644626,0.5412684622067767,4683.788121990369,3
453,478,free_agent,,1017095,Miller,Bergman,NTH,611,24,0,234500,96,0,3,0,-25400,605,415,0,170,2024-08-25T11:36:31+10:00,0,16,0,6,0,9,0,2,0,0,0,0,0,0,0,0,0,0,32.0,9,32.0,32.0,HAW,55.0,1,,0,,0,,0,University of Tasmania Stadium,55.0,,,,0,0,0.223048,,0.5647058823529412,7328.125,-6
454,482,free_agent,,1002947,Paul,Curtis,NTH,234,24,54,347100,1358,1,23,-6800,87400,235,281,117,2317,2024-08-25T11:36:29+10:00,4,157,5,103,2,82,3,68,1,20,-2,-39,0,0,1,30,1,21,63.4,143,59.0435,64.0,HAW,56.2,1,,0,,0,,0,University of Tasmania Stadium,48.5,,,,0,0,3.54399,0.46153846153846156,0.5861027190332326,5878.716539500538,1
